region,club,type,distance,date,route,rt_url,rtid,event_url,eid
FL: Southern,South Florida Randonneurs / 909014,RUSAP,100,2017/01/08,LHP-WPB 100k,/cgi-bin/routesearch_PF.pl?rtid=2031,2031,/cgi-bin/resultsearch_PF.pl?eid=8765&esortby=cert,8765
TX: Brownsville,RGV Randos / 943005,ACPB,300,2017/01/14,Harlingen TX HSC 301 KM Pajaro Loco,/cgi-bin/routesearch_PF.pl?rtid=2000,2000,/cgi-bin/resultsearch_PF.pl?eid=8079&esortby=cert,8079
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2017/01/14,No Return to Fitzhugh 200K,/cgi-bin/routesearch_PF.pl?rtid=1722,1722,/cgi-bin/resultsearch_PF.pl?eid=8350&esortby=cert,8350
PA: Eastern,Pennsylvania Randonneurs / 938017,RUSAB,200,2017/01/14,Beyond Hope to New Hope,/cgi-bin/routesearch_PF.pl?rtid=1050,1050,/cgi-bin/resultsearch_PF.pl?eid=8767&esortby=cert,8767
TX: Brownsville,RGV Randos / 943005,RUSAP,109,2017/01/14,Harlingen TX HSC 109KM,/cgi-bin/routesearch_PF.pl?rtid=1907,1907,/cgi-bin/resultsearch_PF.pl?eid=8077&esortby=cert,8077
FL: Central,Central Florida Randonneurs / 909062,ACPB,200,2017/01/14,Swamp Rat 200K,/cgi-bin/routesearch_PF.pl?rtid=2008,2008,/cgi-bin/resultsearch_PF.pl?eid=8308&esortby=cert,8308
TX: Brownsville,RGV Randos / 943005,ACPB,200,2017/01/14,Harlingen TX HSC 205,/cgi-bin/routesearch_PF.pl?rtid=1912,1912,/cgi-bin/resultsearch_PF.pl?eid=8078&esortby=cert,8078
CA: Santa Rosa,Santa Rosa Randonneurs / 905171,ACPB,200,2017/01/14,route 300 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=300,300,/cgi-bin/resultsearch_PF.pl?eid=8192&esortby=cert,8192
FL: Central,Central Florida Randonneurs / 909062,ACPB,300,2017/01/15,Eustis-Flagler Beach 300K,/cgi-bin/routesearch_PF.pl?rtid=1590,1590,/cgi-bin/resultsearch_PF.pl?eid=8309&esortby=cert,8309
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2017/01/15,Rainbow 200K,/cgi-bin/routesearch_PF.pl?rtid=253,253,/cgi-bin/resultsearch_PF.pl?eid=8251&esortby=cert,8251
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,200,2017/01/15,Cayucos Coastal 201K,/cgi-bin/routesearch_PF.pl?rtid=1663,1663,/cgi-bin/resultsearch_PF.pl?eid=8550&esortby=cert,8550
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,RUSAP,109,2017/01/16,Hi Mountain Populaire,/cgi-bin/routesearch_PF.pl?rtid=2027,2027,/cgi-bin/resultsearch_PF.pl?eid=8551&esortby=cert,8551
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,300,2017/01/21,OK is OK 309,/cgi-bin/routesearch_PF.pl?rtid=614,614,/cgi-bin/resultsearch_PF.pl?eid=8031&esortby=cert,8031
TX: West Texas,West Texas Randonneurs / 943003,ACPB,200,2017/01/21,Caprock Dunes 200K,/cgi-bin/routesearch_PF.pl?rtid=1880,1880,/cgi-bin/resultsearch_PF.pl?eid=8085&esortby=cert,8085
AZ: Phoenix,Arizona Randonneurs / 903020,RUSAB,200,2017/01/21,End of Pavement 200K,/cgi-bin/routesearch_PF.pl?rtid=1339,1339,/cgi-bin/resultsearch_PF.pl?eid=8766&esortby=cert,8766
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2017/01/21,Land Between the Lakes 200K,/cgi-bin/routesearch_PF.pl?rtid=2025,2025,/cgi-bin/resultsearch_PF.pl?eid=8369&esortby=cert,8369
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,217,2017/01/21,OK is OK 217,/cgi-bin/routesearch_PF.pl?rtid=613,613,/cgi-bin/resultsearch_PF.pl?eid=8030&esortby=cert,8030
TX: Brownsville,RGV Randos / 943005,ACPB,200,2017/01/28,Sitting Rabbit,/cgi-bin/routesearch_PF.pl?rtid=1826,1826,/cgi-bin/resultsearch_PF.pl?eid=8081&esortby=cert,8081
MD: Capital Region,DC Randonneurs / 946012,RUSAP,106,2017/01/28,Glen Echo 106k,/cgi-bin/routesearch_PF.pl?rtid=827,827,/cgi-bin/resultsearch_PF.pl?eid=8108&esortby=cert,8108
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,200,2017/01/28,Santa Barbara Easy 200k,/cgi-bin/routesearch_PF.pl?rtid=1977,1977,/cgi-bin/resultsearch_PF.pl?eid=8689&esortby=cert,8689
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2017/01/28,Brookshire-Burton,/cgi-bin/routesearch_PF.pl?rtid=924,924,/cgi-bin/resultsearch_PF.pl?eid=8390&esortby=cert,8390
NC: High Point,Bicycle For Life Club / 933057,ACPB,400,2017/01/28,Lumberton-Roseboro-Sunset Beach-400k,/cgi-bin/routesearch_PF.pl?rtid=1006,1006,/cgi-bin/resultsearch_PF.pl?eid=8608&esortby=cert,8608
TX: Brownsville,RGV Randos / 943005,ACPB,300,2017/01/28,Edinburg TX 300 Anteater,/cgi-bin/routesearch_PF.pl?rtid=1851,1851,/cgi-bin/resultsearch_PF.pl?eid=8082&esortby=cert,8082
TX: Houston,Houston Randonneurs / 943030,ACPB,300,2017/01/28,route 87 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=87,87,/cgi-bin/resultsearch_PF.pl?eid=8391&esortby=cert,8391
NC: High Point,Bicycle For Life Club / 933057,ACPB,200,2017/01/28,Lumberton - Roseboro - Delway 200k,/cgi-bin/routesearch_PF.pl?rtid=1473,1473,/cgi-bin/resultsearch_PF.pl?eid=8606&esortby=cert,8606
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2017/01/28,Pierce Point 200k,/cgi-bin/routesearch_PF.pl?rtid=1681,1681,/cgi-bin/resultsearch_PF.pl?eid=8271&esortby=cert,8271
TX: Brownsville,RGV Randos / 943005,RUSAP,100,2017/01/28,Edinburg TX 100KM El Pistola,/cgi-bin/routesearch_PF.pl?rtid=1853,1853,/cgi-bin/resultsearch_PF.pl?eid=8080&esortby=cert,8080
TX: Houston,Houston Randonneurs / 943030,RUSAP,100,2017/01/28,Sunnyside Loop,/cgi-bin/routesearch_PF.pl?rtid=1183,1183,/cgi-bin/resultsearch_PF.pl?eid=8389&esortby=cert,8389
GA: Atlanta,Audax Atlanta / 910004,ACPB,200,2017/01/28,Fried Green Tomatoes,/cgi-bin/routesearch_PF.pl?rtid=1843,1843,/cgi-bin/resultsearch_PF.pl?eid=8198&esortby=cert,8198
NC: High Point,Bicycle For Life Club / 933057,ACPB,300,2017/01/28,Lumberton-Ammon-Shallotte-Sunset Beach-Nakina-Whiteville 300k,/cgi-bin/routesearch_PF.pl?rtid=864,864,/cgi-bin/resultsearch_PF.pl?eid=8607&esortby=cert,8607
FL: Gainesville,Gainesville Cycling Club / 909005,ACPB,300,2017/02/04,route 250 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=250,250,/cgi-bin/resultsearch_PF.pl?eid=8368&esortby=cert,8368
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,300,2017/02/04,Gila Monster 300k,/cgi-bin/routesearch_PF.pl?rtid=1498,1498,/cgi-bin/resultsearch_PF.pl?eid=8439&esortby=cert,8439
CA: Santa Rosa,Santa Rosa Randonneurs / 905171,ACPB,200,2017/02/04,HBUH 200,/cgi-bin/routesearch_PF.pl?rtid=806,806,/cgi-bin/resultsearch_PF.pl?eid=8193&esortby=cert,8193
OR: Portland,Oregon Randonneurs / 937020,RUSAP,105,2017/02/04,Hillsboro-Lafayette Populaire,/cgi-bin/routesearch_PF.pl?rtid=1892,1892,/cgi-bin/resultsearch_PF.pl?eid=8496&esortby=cert,8496
FL: Southern,South Florida Randonneurs / 909014,ACPB,400,2017/02/04,Okeechobee BigCypress 400k,/cgi-bin/routesearch_PF.pl?rtid=2049,2049,/cgi-bin/resultsearch_PF.pl?eid=8723&esortby=cert,8723
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,300,2017/02/04,Five Rivers 300k,/cgi-bin/routesearch_PF.pl?rtid=1674,1674,/cgi-bin/resultsearch_PF.pl?eid=8690&esortby=cert,8690
PA: Eastern,Pennsylvania Randonneurs / 938017,RUSAB,200,2017/02/04,Loop Around Lancaster,/cgi-bin/routesearch_PF.pl?rtid=716,716,/cgi-bin/resultsearch_PF.pl?eid=8230&esortby=cert,8230
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2017/02/04,Mueller Double Century,/cgi-bin/routesearch_PF.pl?rtid=1726,1726,/cgi-bin/resultsearch_PF.pl?eid=8351&esortby=cert,8351
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2017/02/04,Hillsboro-Dallas-Hillsboro,/cgi-bin/routesearch_PF.pl?rtid=996,996,/cgi-bin/resultsearch_PF.pl?eid=8497&esortby=cert,8497
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2017/02/04,Honest Abe 200k,/cgi-bin/routesearch_PF.pl?rtid=1544,1544,/cgi-bin/resultsearch_PF.pl?eid=8370&esortby=cert,8370
FL: Southern,South Florida Randonneurs / 909014,ACPB,200,2017/02/04,Boca Miccosukee 200k,/cgi-bin/routesearch_PF.pl?rtid=1720,1720,/cgi-bin/resultsearch_PF.pl?eid=8724&esortby=cert,8724
MA: Boston,New England Randonneurs / 921005,RUSAP,100,2017/02/05,Bumblebee 100,/cgi-bin/routesearch_PF.pl?rtid=1883,1883,/cgi-bin/resultsearch_PF.pl?eid=8189&esortby=cert,8189
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2017/02/11,Two Rock-Valley Ford 200,/cgi-bin/routesearch_PF.pl?rtid=809,809,/cgi-bin/resultsearch_PF.pl?eid=8272&esortby=cert,8272
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2017/02/11,Mueller-Burnet-Cameron 400,/cgi-bin/routesearch_PF.pl?rtid=1741,1741,/cgi-bin/resultsearch_PF.pl?eid=8352&esortby=cert,8352
GA: Atlanta,Audax Atlanta / 910004,ACPB,200,2017/02/11,Shermans March,/cgi-bin/routesearch_PF.pl?rtid=1872,1872,/cgi-bin/resultsearch_PF.pl?eid=8199&esortby=cert,8199
TX: Houston,Houston Randonneurs / 943030,ACPB,300,2017/02/11,Belleville - Caldwell 300K,/cgi-bin/routesearch_PF.pl?rtid=856,856,/cgi-bin/resultsearch_PF.pl?eid=8393&esortby=cert,8393
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2017/02/11,Brookshire-Columbus 400K,/cgi-bin/routesearch_PF.pl?rtid=1064,1064,/cgi-bin/resultsearch_PF.pl?eid=8394&esortby=cert,8394
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2017/02/11,Brookshire-Burton,/cgi-bin/routesearch_PF.pl?rtid=924,924,/cgi-bin/resultsearch_PF.pl?eid=8392&esortby=cert,8392
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,300,2017/02/11,Joshua Tree to Vegas 300k,/cgi-bin/routesearch_PF.pl?rtid=1700,1700,/cgi-bin/resultsearch_PF.pl?eid=8691&esortby=cert,8691
PR: San Juan,Puerto Rico Randonneurs / 952003,ACPB,300,2017/02/12,Guaynabo a Ponce,/cgi-bin/routesearch_PF.pl?rtid=1894,1894,/cgi-bin/resultsearch_PF.pl?eid=8146&esortby=cert,8146
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2017/02/12,Lazy Lizard 200k,/cgi-bin/routesearch_PF.pl?rtid=1354,1354,/cgi-bin/resultsearch_PF.pl?eid=8252&esortby=cert,8252
NC: High Point,Bicycle For Life Club / 933057,ACPB,300,2017/02/18,Lumberton - Roseboro - Maple Hill - Garland 300k,/cgi-bin/routesearch_PF.pl?rtid=1474,1474,/cgi-bin/resultsearch_PF.pl?eid=8610&esortby=cert,8610
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,104,2017/02/18,Rando Roulette 100,/cgi-bin/routesearch_PF.pl?rtid=2020,2020,/cgi-bin/resultsearch_PF.pl?eid=8740&esortby=cert,8740
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2017/02/18,The Dam Ride,/cgi-bin/routesearch_PF.pl?rtid=2030,2030,/cgi-bin/resultsearch_PF.pl?eid=8587&esortby=cert,8587
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2017/02/18,Shiloh Military Park 200K,/cgi-bin/routesearch_PF.pl?rtid=2048,2048,/cgi-bin/resultsearch_PF.pl?eid=8371&esortby=cert,8371
NC: High Point,Bicycle For Life Club / 933057,ACPB,400,2017/02/18,Lumberton - Roseboro - Surf City - Wallace 400k,/cgi-bin/routesearch_PF.pl?rtid=1475,1475,/cgi-bin/resultsearch_PF.pl?eid=8611&esortby=cert,8611
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,100,2017/02/18,Quicker Quickie to Granbury,/cgi-bin/routesearch_PF.pl?rtid=1642,1642,/cgi-bin/resultsearch_PF.pl?eid=8032&esortby=cert,8032
TX: West Texas,West Texas Randonneurs / 943003,ACPB,200,2017/02/18,Caprock Dunes 200K,/cgi-bin/routesearch_PF.pl?rtid=1880,1880,/cgi-bin/resultsearch_PF.pl?eid=8086&esortby=cert,8086
NC: High Point,Bicycle For Life Club / 933057,ACPB,200,2017/02/18,Lumberton - Roseboro - Delway 200k,/cgi-bin/routesearch_PF.pl?rtid=1473,1473,/cgi-bin/resultsearch_PF.pl?eid=8609&esortby=cert,8609
NC: High Point,Bicycle For Life Club / 933057,ACPB,600,2017/02/18,Lumberton-MapleHill-SunsetBeach-600k,/cgi-bin/routesearch_PF.pl?rtid=1014,1014,/cgi-bin/resultsearch_PF.pl?eid=8612&esortby=cert,8612
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2017/02/18,Willow Park via Weatherford 200K,/cgi-bin/routesearch_PF.pl?rtid=1493,1493,/cgi-bin/resultsearch_PF.pl?eid=8033&esortby=cert,8033
FL: Central,Central Florida Randonneurs / 909062,ACPB,300,2017/02/18,Mosquito Lagoon 300k,/cgi-bin/routesearch_PF.pl?rtid=1527,1527,/cgi-bin/resultsearch_PF.pl?eid=8310&esortby=cert,8310
TX: West Texas,West Texas Randonneurs / 943003,ACPB,300,2017/02/18,Lobo Crossing 300K,/cgi-bin/routesearch_PF.pl?rtid=1881,1881,/cgi-bin/resultsearch_PF.pl?eid=8087&esortby=cert,8087
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,300,2017/02/18,Willow Park via Weatherford 300K,/cgi-bin/routesearch_PF.pl?rtid=1490,1490,/cgi-bin/resultsearch_PF.pl?eid=8034&esortby=cert,8034
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,200,2017/02/18,San Luis Obispo Coastal Cruise,/cgi-bin/routesearch_PF.pl?rtid=1133,1133,/cgi-bin/resultsearch_PF.pl?eid=8552&esortby=cert,8552
LA: New Orleans,Crescent City Randonneurs / 918002,RUSAB,300,2017/02/19,route 527 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=527,527,/cgi-bin/resultsearch_PF.pl?eid=8778&esortby=cert,8778
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,300,2017/02/19,San Luis Obispo 300K,/cgi-bin/routesearch_PF.pl?rtid=905,905,/cgi-bin/resultsearch_PF.pl?eid=8553&esortby=cert,8553
PR: San Juan,Puerto Rico Randonneurs / 952003,ACPB,400,2017/02/19,Cerro Punta 400,/cgi-bin/routesearch_PF.pl?rtid=2054,2054,/cgi-bin/resultsearch_PF.pl?eid=8147&esortby=cert,8147
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,RUSAP,112,2017/02/19,Down to the River Populaire,/cgi-bin/routesearch_PF.pl?rtid=2035,2035,/cgi-bin/resultsearch_PF.pl?eid=8554&esortby=cert,8554
GA: Atlanta,Audax Atlanta / 910004,ACPB,200,2017/02/25,Gainesville Georgia 200k,/cgi-bin/routesearch_PF.pl?rtid=101,101,/cgi-bin/resultsearch_PF.pl?eid=8200&esortby=cert,8200
TX: West Texas,West Texas Randonneurs / 943003,RUSAP,100,2017/02/25,Little Rousty 100K Pop,/cgi-bin/routesearch_PF.pl?rtid=1508,1508,/cgi-bin/resultsearch_PF.pl?eid=8775&esortby=cert,8775
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2017/02/25,Mt Hamilton 200k,/cgi-bin/routesearch_PF.pl?rtid=2051,2051,/cgi-bin/resultsearch_PF.pl?eid=8273&esortby=cert,8273
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2017/02/25,route 549 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=549,549,/cgi-bin/resultsearch_PF.pl?eid=8353&esortby=cert,8353
CA: Fresno,Fresno Cycling Club / 905058,ACPB,200,2017/02/25,Raymond 200k,/cgi-bin/routesearch_PF.pl?rtid=1525,1525,/cgi-bin/resultsearch_PF.pl?eid=8427&esortby=cert,8427
NC: Asheville,Asheville International Randonneurs / 933011,RUSAP,100,2017/02/25,Lake Lure Populaire,/cgi-bin/routesearch_PF.pl?rtid=2040,2040,/cgi-bin/resultsearch_PF.pl?eid=8532&esortby=cert,8532
AZ: Tucson,PAC Tour / 949005,ACPB,200,2017/02/25,Circling Tucson,/cgi-bin/routesearch_PF.pl?rtid=1685,1685,/cgi-bin/resultsearch_PF.pl?eid=8100&esortby=cert,8100
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2017/02/25,Pedernales DC 2,/cgi-bin/routesearch_PF.pl?rtid=1852,1852,/cgi-bin/resultsearch_PF.pl?eid=8354&esortby=cert,8354
MO: Kansas City,Kansas City Ultra Cycling / 925001,RUSAP,101,2017/02/25,Old KC Road,/cgi-bin/routesearch_PF.pl?rtid=1552,1552,/cgi-bin/resultsearch_PF.pl?eid=8783&esortby=cert,8783
LA: New Orleans,Crescent City Randonneurs / 918002,RUSAB,200,2017/02/25,route 587 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=587,587,/cgi-bin/resultsearch_PF.pl?eid=8777&esortby=cert,8777
WA: Tri-Cities,Desert River Randonneurs / 947004,ACPB,200,2017/02/25,Yakety Bak,/cgi-bin/routesearch_PF.pl?rtid=2033,2033,/cgi-bin/resultsearch_PF.pl?eid=8416&esortby=cert,8416
PR: San Juan,Puerto Rico Randonneurs / 952003,ACPB,600,2017/03/03,route 457 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=457,457,/cgi-bin/resultsearch_PF.pl?eid=8148&esortby=cert,8148
MO: St. Louis,St Louis Cycling Club / 925034,ACPB,200,2017/03/04,route 116 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=116,116,/cgi-bin/resultsearch_PF.pl?eid=8632&esortby=cert,8632
TX: Houston,Houston Randonneurs / 943030,ACPB,600,2017/03/04,McMahon 600k,/cgi-bin/routesearch_PF.pl?rtid=1194,1194,/cgi-bin/resultsearch_PF.pl?eid=8396&esortby=cert,8396
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2017/03/04,Grab Bag 200,/cgi-bin/routesearch_PF.pl?rtid=499,499,/cgi-bin/resultsearch_PF.pl?eid=8498&esortby=cert,8498
FL: Southern,South Florida Randonneurs / 909014,ACPB,600,2017/03/04,Arcadia-YeeHaw!,/cgi-bin/routesearch_PF.pl?rtid=2058,2058,/cgi-bin/resultsearch_PF.pl?eid=8725&esortby=cert,8725
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2017/03/04,Nokesville Nomad,/cgi-bin/routesearch_PF.pl?rtid=1886,1886,/cgi-bin/resultsearch_PF.pl?eid=8109&esortby=cert,8109
OR: Portland,Oregon Randonneurs / 937020,ACPB,300,2017/03/04,Grab Bag 300,/cgi-bin/routesearch_PF.pl?rtid=498,498,/cgi-bin/resultsearch_PF.pl?eid=8499&esortby=cert,8499
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2017/03/04,George Dickel Distillery 200k,/cgi-bin/routesearch_PF.pl?rtid=1219,1219,/cgi-bin/resultsearch_PF.pl?eid=8372&esortby=cert,8372
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,400,2017/03/04,Around the Bend 400K,/cgi-bin/routesearch_PF.pl?rtid=2064,2064,/cgi-bin/resultsearch_PF.pl?eid=8440&esortby=cert,8440
KY: Louisville,Louisville Bicycle Club / 917002,ACPB,200,2017/03/04,route 436 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=436,436,/cgi-bin/resultsearch_PF.pl?eid=8434&esortby=cert,8434
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,300,2017/03/04,route 249 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=249,249,/cgi-bin/resultsearch_PF.pl?eid=8373&esortby=cert,8373
