region,club,type,distance,date,route,rt_url,rtid,event_url,eid
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,400,2021/04/10,Scorpion 400K,/cgi-bin/routesearch_PF.pl?rtid=2222,2222,/cgi-bin/resultsearch_PF.pl?eid=12187&esortby=cert,12187
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2021/04/10,On a Lark 200k,/cgi-bin/routesearch_PF.pl?rtid=1932,1932,/cgi-bin/resultsearch_PF.pl?eid=12331&esortby=cert,12331
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,ACPB,200,2021/04/10,Meanville Greenville,/cgi-bin/routesearch_PF.pl?rtid=2420,2420,/cgi-bin/resultsearch_PF.pl?eid=12538&esortby=cert,12538
IA: Central,Iowa Randonneurs / 915005,RUSAP,110,2021/04/10,Polk City Populaire,/cgi-bin/routesearch_PF.pl?rtid=1261,1261,/cgi-bin/resultsearch_PF.pl?eid=12074&esortby=cert,12074
TX: Austin,Hill Country Randonneurs / 943025,ACPB,600,2021/04/10,Old Dime Box Revisited,/cgi-bin/routesearch_PF.pl?rtid=2725,2725,/cgi-bin/resultsearch_PF.pl?eid=12044&esortby=cert,12044
OH: Columbus,Ohio Randonneurs / 935012,ACPB,200,2021/04/10,2020 OR ACP 200k,/cgi-bin/routesearch_PF.pl?rtid=2611,2611,/cgi-bin/resultsearch_PF.pl?eid=11911&esortby=cert,11911
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,300,2021/04/10,Scorpion 300K Brevet,/cgi-bin/routesearch_PF.pl?rtid=2221,2221,/cgi-bin/resultsearch_PF.pl?eid=12186&esortby=cert,12186
MD: Capital Region,DC Randonneurs / 946012,RUSAB,209,2021/04/10,O. T. Doe D. O.,/cgi-bin/routesearch_PF.pl?rtid=2533,2533,/cgi-bin/resultsearch_PF.pl?eid=12596&esortby=cert,12596
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,300,2021/04/10,Suffolk-Jarret 300K,/cgi-bin/routesearch_PF.pl?rtid=2017,2017,/cgi-bin/resultsearch_PF.pl?eid=12066&esortby=cert,12066
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,200,2021/04/10,Scorpion 200K,/cgi-bin/routesearch_PF.pl?rtid=2220,2220,/cgi-bin/resultsearch_PF.pl?eid=12185&esortby=cert,12185
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,200,2021/04/10,Nebraska City - Adams -Brock 200 K,/cgi-bin/routesearch_PF.pl?rtid=2688,2688,/cgi-bin/resultsearch_PF.pl?eid=11949&esortby=cert,11949
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2021/04/11,De Luz 200K,/cgi-bin/routesearch_PF.pl?rtid=711,711,/cgi-bin/resultsearch_PF.pl?eid=11923&esortby=cert,11923
MO: Kansas City,Audax Kansas City / 925005,ACPF,360,2021/04/16,route TBD (unnamed),/cgi-bin/routesearch_PF.pl?rtid=TBD,TBD,/cgi-bin/resultsearch_PF.pl?eid=11946&esortby=cert,11946
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,103,2021/04/17,Warrenton-Pop,/cgi-bin/routesearch_PF.pl?rtid=2708,2708,/cgi-bin/resultsearch_PF.pl?eid=12583&esortby=cert,12583
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,300,2021/04/17,Warrenton-Gordonsville 300,/cgi-bin/routesearch_PF.pl?rtid=2706,2706,/cgi-bin/resultsearch_PF.pl?eid=12088&esortby=cert,12088
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2021/04/17,Willard Bay and Beyond,/cgi-bin/routesearch_PF.pl?rtid=1011,1011,/cgi-bin/resultsearch_PF.pl?eid=12255&esortby=cert,12255
MO: Kansas City,Audax Kansas City / 925005,RUSAB,201,2021/04/17,Olathe to Mound City Gravel Run 201K,/cgi-bin/routesearch_PF.pl?rtid=1893,1893,/cgi-bin/resultsearch_PF.pl?eid=12576&esortby=cert,12576
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2021/04/17,2021 Olympia Spring 200k Oly-Cloqullum-Malone,/cgi-bin/routesearch_PF.pl?rtid=2730,2730,/cgi-bin/resultsearch_PF.pl?eid=12160&esortby=cert,12160
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,400,2021/04/17,San Luis Obispo Wine & Waves 400K,/cgi-bin/routesearch_PF.pl?rtid=1008,1008,/cgi-bin/resultsearch_PF.pl?eid=12266&esortby=cert,12266
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2021/04/17,Stove Prairie Counterclockwise,/cgi-bin/routesearch_PF.pl?rtid=177,177,/cgi-bin/resultsearch_PF.pl?eid=12332&esortby=cert,12332
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,ACPB,300,2021/04/17,Homestead - Cresson Adventure,/cgi-bin/routesearch_PF.pl?rtid=2572,2572,/cgi-bin/resultsearch_PF.pl?eid=12539&esortby=cert,12539
KY: Louisville,Louisville Bicycle Club / 917002,RUSAB,200,2021/04/17,route 436 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=436,436,/cgi-bin/resultsearch_PF.pl?eid=12557&esortby=cert,12557
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,109,2021/04/17,Willard Bay Populaire,/cgi-bin/routesearch_PF.pl?rtid=1400,1400,/cgi-bin/resultsearch_PF.pl?eid=12254&esortby=cert,12254
MO: Kansas City,Audax Kansas City / 925005,RUSAP,130,2021/04/17,Olathe to LaCygne Gravel Run 130K,/cgi-bin/routesearch_PF.pl?rtid=1891,1891,/cgi-bin/resultsearch_PF.pl?eid=12575&esortby=cert,12575
CA: Davis,Davis Bike Club / 905014,ACPB,300,2021/04/17,Davis Dunnigan Delta 302k,/cgi-bin/routesearch_PF.pl?rtid=2158,2158,/cgi-bin/resultsearch_PF.pl?eid=12479&esortby=cert,12479
GA: Atlanta,Audax Atlanta / 910004,ACPB,600,2021/04/17,Thomasville 600k,/cgi-bin/routesearch_PF.pl?rtid=2307,2307,/cgi-bin/resultsearch_PF.pl?eid=11960&esortby=cert,11960
OR: Eugene,South Willamette Randonneurs / 937003,RUSAP,100,2021/04/17,Brunch at Veneta,/cgi-bin/routesearch_PF.pl?rtid=2400,2400,/cgi-bin/resultsearch_PF.pl?eid=12366&esortby=cert,12366
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,300,2021/04/17,San Luis Obispo Wine Country 300k,/cgi-bin/routesearch_PF.pl?rtid=1201,1201,/cgi-bin/resultsearch_PF.pl?eid=12265&esortby=cert,12265
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2021/04/17,McMahon 400k,/cgi-bin/routesearch_PF.pl?rtid=1193,1193,/cgi-bin/resultsearch_PF.pl?eid=12056&esortby=cert,12056
CA: Davis,Davis Bike Club / 905014,ACPB,200,2021/04/17,Colusa - Davis,/cgi-bin/routesearch_PF.pl?rtid=2159,2159,/cgi-bin/resultsearch_PF.pl?eid=12478&esortby=cert,12478
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,600,2021/04/17,2021 Triple Loop 600k,/cgi-bin/routesearch_PF.pl?rtid=2694,2694,/cgi-bin/resultsearch_PF.pl?eid=12205&esortby=cert,12205
HI: Maui,Maui Randonneurs / 911003,ACPB,200,2021/04/17,East End 200k,/cgi-bin/routesearch_PF.pl?rtid=2657,2657,/cgi-bin/resultsearch_PF.pl?eid=12127&esortby=cert,12127
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,200,2021/04/17,200LR_3 Womens Rights Loop,/cgi-bin/routesearch_PF.pl?rtid=1082,1082,/cgi-bin/resultsearch_PF.pl?eid=12431&esortby=cert,12431
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2021/04/17,route 289 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=289,289,/cgi-bin/resultsearch_PF.pl?eid=12055&esortby=cert,12055
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,400,2021/04/17,2021 Triple Loop 400k,/cgi-bin/routesearch_PF.pl?rtid=2693,2693,/cgi-bin/resultsearch_PF.pl?eid=12204&esortby=cert,12204
FL: Gainesville,Gainesville Cycling Club / 909005,ACPB,300,2021/04/17,route 221 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=221,221,/cgi-bin/resultsearch_PF.pl?eid=12458&esortby=cert,12458
MI: Detroit,Detroit Randonneurs / 922015,ACPB,200,2021/04/17,Happy Trails 200k,/cgi-bin/routesearch_PF.pl?rtid=2705,2705,/cgi-bin/resultsearch_PF.pl?eid=12375&esortby=cert,12375
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,200,2021/04/17,Reading Pagoda,/cgi-bin/routesearch_PF.pl?rtid=2373,2373,/cgi-bin/resultsearch_PF.pl?eid=12405&esortby=cert,12405
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,200,2021/04/17,Pocketful of Nichols,/cgi-bin/routesearch_PF.pl?rtid=1031,1031,/cgi-bin/resultsearch_PF.pl?eid=12304&esortby=cert,12304
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,200,2021/04/17,Orange 200K,/cgi-bin/routesearch_PF.pl?rtid=2043,2043,/cgi-bin/resultsearch_PF.pl?eid=12203&esortby=cert,12203
MA: Boston,New England Randonneurs / 921005,ACPB,200,2021/04/18,Five Hills in New Hampshire,/cgi-bin/routesearch_PF.pl?rtid=2329,2329,/cgi-bin/resultsearch_PF.pl?eid=12295&esortby=cert,12295
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,100,2021/04/18,Little Orphan Annie,/cgi-bin/routesearch_PF.pl?rtid=2689,2689,/cgi-bin/resultsearch_PF.pl?eid=12602&esortby=cert,12602
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2021/04/24,No Bahn-Mi 300,/cgi-bin/routesearch_PF.pl?rtid=2719,2719,/cgi-bin/resultsearch_PF.pl?eid=12161&esortby=cert,12161
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,300,2021/04/24,Nebraska City - Crete 300 K,/cgi-bin/routesearch_PF.pl?rtid=1717,1717,/cgi-bin/resultsearch_PF.pl?eid=11950&esortby=cert,11950
TX: Austin,Hill Country Randonneurs / 943025,RUSAB,407,2021/04/24,Suspend Belief,/cgi-bin/routesearch_PF.pl?rtid=2318,2318,/cgi-bin/resultsearch_PF.pl?eid=12601&esortby=cert,12601
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,600,2021/04/24,Goat Neck Clobber 600k,/cgi-bin/routesearch_PF.pl?rtid=2709,2709,/cgi-bin/resultsearch_PF.pl?eid=12005&esortby=cert,12005
CA: San Diego,San Diego Randonneurs / 905140,ACPB,400,2021/04/24,Solana Beach 400,/cgi-bin/routesearch_PF.pl?rtid=1009,1009,/cgi-bin/resultsearch_PF.pl?eid=11924&esortby=cert,11924
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,300,2021/04/24,300k Goatneck Revised,/cgi-bin/routesearch_PF.pl?rtid=2735,2735,/cgi-bin/resultsearch_PF.pl?eid=12623&esortby=cert,12623
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2021/04/24,Cleburne Goatneck 400K - Godley Ending,/cgi-bin/routesearch_PF.pl?rtid=2209,2209,/cgi-bin/resultsearch_PF.pl?eid=12004&esortby=cert,12004
AL: Birmingham,Montgomery Bicycle Club / 901005,RUSAP,100,2021/04/24,Lafayette Populaire 102K,/cgi-bin/routesearch_PF.pl?rtid=2336,2336,/cgi-bin/resultsearch_PF.pl?eid=11935&esortby=cert,11935
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,200,2021/04/24,Nebraska City - Adams -Brock 200 K,/cgi-bin/routesearch_PF.pl?rtid=2688,2688,/cgi-bin/resultsearch_PF.pl?eid=11953&esortby=cert,11953
FL: Southern,South Florida Randonneurs / 909014,RUSAB,300,2021/04/24,Pompano Beach 300k,/cgi-bin/routesearch_PF.pl?rtid=1052,1052,/cgi-bin/resultsearch_PF.pl?eid=12616&esortby=cert,12616
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,317,2021/04/24,Goat Neck 308,/cgi-bin/routesearch_PF.pl?rtid=131,131,/cgi-bin/resultsearch_PF.pl?eid=12003&esortby=cert,12003
NC: Raleigh,North Carolina Bicycle Club / 933045,ACPB,200,2021/04/24,route 227 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=227,227,/cgi-bin/resultsearch_PF.pl?eid=12443&esortby=cert,12443
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,400,2021/04/24,Suffolk-Lawrenceville 400,/cgi-bin/routesearch_PF.pl?rtid=2509,2509,/cgi-bin/resultsearch_PF.pl?eid=12067&esortby=cert,12067
IL: Chicago,Great Lakes Randonneurs / 913005,ACPB,200,2021/04/24,Evanston Bull Valley 200k,/cgi-bin/routesearch_PF.pl?rtid=2394,2394,/cgi-bin/resultsearch_PF.pl?eid=12270&esortby=cert,12270
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,119,2021/04/24,Escape to Wisconsin 2022,/cgi-bin/routesearch_PF.pl?rtid=1565,1565,/cgi-bin/resultsearch_PF.pl?eid=12591&esortby=cert,12591
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2021/04/24,Laguna Lake,/cgi-bin/routesearch_PF.pl?rtid=2416,2416,/cgi-bin/resultsearch_PF.pl?eid=12578&esortby=cert,12578
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2021/04/24,Goat Neck 206,/cgi-bin/routesearch_PF.pl?rtid=125,125,/cgi-bin/resultsearch_PF.pl?eid=12002&esortby=cert,12002
WI: Western,Driftless Randonneurs / 949007,ACPB,200,2021/04/24,Fennimore Frolic,/cgi-bin/routesearch_PF.pl?rtid=1732,1732,/cgi-bin/resultsearch_PF.pl?eid=12316&esortby=cert,12316
MD: Capital Region,DC Randonneurs / 946012,ACPB,300,2021/04/24,Mother of All 300's,/cgi-bin/routesearch_PF.pl?rtid=631,631,/cgi-bin/resultsearch_PF.pl?eid=12119&esortby=cert,12119
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,ACPB,200,2021/04/24,route 506 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=506,506,/cgi-bin/resultsearch_PF.pl?eid=11967&esortby=cert,11967
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPF,360,2021/04/30,route TBD (unnamed),/cgi-bin/routesearch_PF.pl?rtid=TBD,TBD,/cgi-bin/resultsearch_PF.pl?eid=12333&esortby=cert,12333
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,ACPB,200,2021/05/01,City Slickers 200k,/cgi-bin/routesearch_PF.pl?rtid=1578,1578,/cgi-bin/resultsearch_PF.pl?eid=12214&esortby=cert,12214
AK: Anchorage,Denali Randonneurs / 902007,RUSAP,100,2021/05/01,Homer 100k,/cgi-bin/routesearch_PF.pl?rtid=2136,2136,/cgi-bin/resultsearch_PF.pl?eid=12136&esortby=cert,12136
IA: Central,Iowa Randonneurs / 915005,RUSAP,110,2021/05/01,route TBD (unnamed),/cgi-bin/routesearch_PF.pl?rtid=TBD,TBD,/cgi-bin/resultsearch_PF.pl?eid=12076&esortby=cert,12076
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,400,2021/05/01,Simi Valley Four Fingers 400k,/cgi-bin/routesearch_PF.pl?rtid=2671,2671,/cgi-bin/resultsearch_PF.pl?eid=12207&esortby=cert,12207
CA: Davis,Davis Bike Club / 905014,ACPB,400,2021/05/01,Davis-Fairfield-Calistoga-Lk Sonoma-Vacaville-Davis,/cgi-bin/routesearch_PF.pl?rtid=1207,1207,/cgi-bin/resultsearch_PF.pl?eid=12481&esortby=cert,12481
MO: Kansas City,Audax Kansas City / 925005,ACPB,400,2021/05/01,Liberty - Hamilton - Lamoni 400k,/cgi-bin/routesearch_PF.pl?rtid=2681,2681,/cgi-bin/resultsearch_PF.pl?eid=11947&esortby=cert,11947
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,300,2021/05/01,Hawks Nest,/cgi-bin/routesearch_PF.pl?rtid=2374,2374,/cgi-bin/resultsearch_PF.pl?eid=12403&esortby=cert,12403
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,300,2021/05/01,Simi Valley Four Fingers 300k,/cgi-bin/routesearch_PF.pl?rtid=2678,2678,/cgi-bin/resultsearch_PF.pl?eid=12206&esortby=cert,12206
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,200,2021/05/01,route 40 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=40,40,/cgi-bin/resultsearch_PF.pl?eid=12432&esortby=cert,12432
MI: Detroit,Detroit Randonneurs / 922015,ACPB,300,2021/05/01,Huron River Cruise 300K,/cgi-bin/routesearch_PF.pl?rtid=2072,2072,/cgi-bin/resultsearch_PF.pl?eid=12377&esortby=cert,12377
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,104,2021/05/01,IAD-100,/cgi-bin/routesearch_PF.pl?rtid=2713,2713,/cgi-bin/resultsearch_PF.pl?eid=12597&esortby=cert,12597
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,300,2021/05/01,Point Me to Peosta,/cgi-bin/routesearch_PF.pl?rtid=2623,2623,/cgi-bin/resultsearch_PF.pl?eid=12306&esortby=cert,12306
OR: Portland,Oregon Randonneurs / 937020,ACPB,300,2021/05/01,Three Capes Classic,/cgi-bin/routesearch_PF.pl?rtid=1909,1909,/cgi-bin/resultsearch_PF.pl?eid=12360&esortby=cert,12360
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2021/05/01,South Sound Figure 8 (or Nine) Hills ) Oly 300,/cgi-bin/routesearch_PF.pl?rtid=2729,2729,/cgi-bin/resultsearch_PF.pl?eid=12163&esortby=cert,12163
NY: Long Island,Long Island Randonneurs / 932005,ACPB,200,2021/05/01,Ronkonkoma 200k,/cgi-bin/routesearch_PF.pl?rtid=1405,1405,/cgi-bin/resultsearch_PF.pl?eid=12287&esortby=cert,12287
MO: Kansas City,Audax Kansas City / 925005,RUSAB,200,2021/05/01,Liberty - Kidder - Hamilton 200 K,/cgi-bin/routesearch_PF.pl?rtid=2728,2728,/cgi-bin/resultsearch_PF.pl?eid=12615&esortby=cert,12615
MI: Detroit,Detroit Randonneurs / 922015,ACPB,200,2021/05/01,Huron River Cruise 200K,/cgi-bin/routesearch_PF.pl?rtid=2071,2071,/cgi-bin/resultsearch_PF.pl?eid=12376&esortby=cert,12376
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,400,2021/05/01,IAD-400,/cgi-bin/routesearch_PF.pl?rtid=2698,2698,/cgi-bin/resultsearch_PF.pl?eid=12091&esortby=cert,12091
IA: Central,Iowa Randonneurs / 915005,ACPB,300,2021/05/01,Brushy Raccoon 300k,/cgi-bin/routesearch_PF.pl?rtid=1923,1923,/cgi-bin/resultsearch_PF.pl?eid=12078&esortby=cert,12078
CA: San Francisco,San Francisco Randonneurs / 905030,RUSAP,112,2021/05/01,Lucas Valley Populaire,/cgi-bin/routesearch_PF.pl?rtid=1335,1335,/cgi-bin/resultsearch_PF.pl?eid=12603&esortby=cert,12603
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,200,2021/05/01,Making for Maquoketa,/cgi-bin/routesearch_PF.pl?rtid=2626,2626,/cgi-bin/resultsearch_PF.pl?eid=12305&esortby=cert,12305
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,200,2021/05/01,Sterling-Thurmont-200,/cgi-bin/routesearch_PF.pl?rtid=2741,2741,/cgi-bin/resultsearch_PF.pl?eid=12089&esortby=cert,12089
AK: Anchorage,Denali Randonneurs / 902007,ACPB,200,2021/05/01,route 705 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=705,705,/cgi-bin/resultsearch_PF.pl?eid=12137&esortby=cert,12137
IA: Central,Iowa Randonneurs / 915005,ACPB,200,2021/05/01,Brushy Trestle 200km,/cgi-bin/routesearch_PF.pl?rtid=1479,1479,/cgi-bin/resultsearch_PF.pl?eid=12077&esortby=cert,12077
CA: Davis,Davis Bike Club / 905014,ACPB,200,2021/05/01,Davis-Calistoga-Davis 200Km,/cgi-bin/routesearch_PF.pl?rtid=1163,1163,/cgi-bin/resultsearch_PF.pl?eid=12499&esortby=cert,12499
MA: Boston,New England Randonneurs / 921005,ACPB,200,2021/05/01,Five Hills in New Hampshire,/cgi-bin/routesearch_PF.pl?rtid=2329,2329,/cgi-bin/resultsearch_PF.pl?eid=12620&esortby=cert,12620
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2021/05/01,Spanish Fort,/cgi-bin/routesearch_PF.pl?rtid=880,880,/cgi-bin/resultsearch_PF.pl?eid=12006&esortby=cert,12006
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,600,2021/05/08,"Oak Grove, KY 600k",/cgi-bin/routesearch_PF.pl?rtid=1545,1545,/cgi-bin/resultsearch_PF.pl?eid=12113&esortby=cert,12113
IL: Chicago,Great Lakes Randonneurs / 913005,ACPB,300,2021/05/08,route TBD (unnamed),/cgi-bin/routesearch_PF.pl?rtid=TBD,TBD,/cgi-bin/resultsearch_PF.pl?eid=12273&esortby=cert,12273
IN: Indianapolis,Indiana Randonneurs / 914005,ACPB,200,2021/05/08,route TBD (unnamed),/cgi-bin/routesearch_PF.pl?rtid=TBD,TBD,/cgi-bin/resultsearch_PF.pl?eid=12392&esortby=cert,12392
NC: Asheville,Asheville International Randonneurs / 933011,ACPB,200,2021/05/08,Coffee Grinder 200k,/cgi-bin/routesearch_PF.pl?rtid=1995,1995,/cgi-bin/resultsearch_PF.pl?eid=12422&esortby=cert,12422
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,145,2021/05/08,Whiskey River 145km,/cgi-bin/routesearch_PF.pl?rtid=2406,2406,/cgi-bin/resultsearch_PF.pl?eid=12630&esortby=cert,12630
FL: Southern,South Florida Randonneurs / 909014,RUSAB,400,2021/05/08,Pompano Wabasso 400k,/cgi-bin/routesearch_PF.pl?rtid=2602,2602,/cgi-bin/resultsearch_PF.pl?eid=12617&esortby=cert,12617
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,400,2021/05/08,"Oak Grove, KY 400k",/cgi-bin/routesearch_PF.pl?rtid=1546,1546,/cgi-bin/resultsearch_PF.pl?eid=12112&esortby=cert,12112
MD: Capital Region,DC Randonneurs / 946012,RUSAB,200,2021/05/08,Mountain Church,/cgi-bin/routesearch_PF.pl?rtid=2090,2090,/cgi-bin/resultsearch_PF.pl?eid=12628&esortby=cert,12628
OH: Columbus,Ohio Randonneurs / 935012,ACPB,300,2021/05/08,300k OR ACP 2021,/cgi-bin/routesearch_PF.pl?rtid=2737,2737,/cgi-bin/resultsearch_PF.pl?eid=11912&esortby=cert,11912
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2021/05/08,2021 Brevet Week 200k Redmond-Carbon-Glacier,/cgi-bin/routesearch_PF.pl?rtid=2723,2723,/cgi-bin/resultsearch_PF.pl?eid=12164&esortby=cert,12164
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2021/05/08,Christian County 200k,/cgi-bin/routesearch_PF.pl?rtid=1524,1524,/cgi-bin/resultsearch_PF.pl?eid=12111&esortby=cert,12111
WI: Western,Driftless Randonneurs / 949007,ACPB,300,2021/05/08,Not so Horeble 300K,/cgi-bin/routesearch_PF.pl?rtid=2243,2243,/cgi-bin/resultsearch_PF.pl?eid=12318&esortby=cert,12318
AK: Anchorage,Denali Randonneurs / 902007,ACPB,200,2021/05/08,Talkeetna North 200K,/cgi-bin/routesearch_PF.pl?rtid=1233,1233,/cgi-bin/resultsearch_PF.pl?eid=12139&esortby=cert,12139
IL: Chicago,Great Lakes Randonneurs / 913005,ACPB,200,2021/05/08,Psychedelic Eagle 200,/cgi-bin/routesearch_PF.pl?rtid=2364,2364,/cgi-bin/resultsearch_PF.pl?eid=12271&esortby=cert,12271
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2021/05/08,Laguna Lake,/cgi-bin/routesearch_PF.pl?rtid=2416,2416,/cgi-bin/resultsearch_PF.pl?eid=12604&esortby=cert,12604
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2021/05/08,Red Bandana 205K,/cgi-bin/routesearch_PF.pl?rtid=2584,2584,/cgi-bin/resultsearch_PF.pl?eid=12008&esortby=cert,12008
WI: Western,Driftless Randonneurs / 949007,ACPB,200,2021/05/08,Blue River 200K,/cgi-bin/routesearch_PF.pl?rtid=2233,2233,/cgi-bin/resultsearch_PF.pl?eid=12317&esortby=cert,12317
AK: Anchorage,Denali Randonneurs / 902007,RUSAP,100,2021/05/08,route 1234 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=1234,1234,/cgi-bin/resultsearch_PF.pl?eid=12138&esortby=cert,12138
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,ACPB,200,2021/05/08,Central Jersey,/cgi-bin/routesearch_PF.pl?rtid=1129,1129,/cgi-bin/resultsearch_PF.pl?eid=11968&esortby=cert,11968
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,102,2021/05/08,Wild Willie's,/cgi-bin/routesearch_PF.pl?rtid=1030,1030,/cgi-bin/resultsearch_PF.pl?eid=12007&esortby=cert,12007
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,300,2021/05/08,Black Forest,/cgi-bin/routesearch_PF.pl?rtid=179,179,/cgi-bin/resultsearch_PF.pl?eid=12334&esortby=cert,12334
IN: Indianapolis,Indiana Randonneurs / 914005,ACPB,300,2021/05/08,route TBD (unnamed),/cgi-bin/routesearch_PF.pl?rtid=TBD,TBD,/cgi-bin/resultsearch_PF.pl?eid=12393&esortby=cert,12393
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2021/05/09,2021 Brevet Weeks 300K Middlefork,/cgi-bin/routesearch_PF.pl?rtid=2724,2724,/cgi-bin/resultsearch_PF.pl?eid=12165&esortby=cert,12165
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,RUSAP,102,2021/05/09,GMR/East Fork Populaire,/cgi-bin/routesearch_PF.pl?rtid=2503,2503,/cgi-bin/resultsearch_PF.pl?eid=12622&esortby=cert,12622
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,600,2021/05/11,2021 Brevet Week 600K Chuckacamano Middle Fork,/cgi-bin/routesearch_PF.pl?rtid=2740,2740,/cgi-bin/resultsearch_PF.pl?eid=12166&esortby=cert,12166
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,400,2021/05/14,2021 Brevet Week 400k Chuckacamano Views,/cgi-bin/routesearch_PF.pl?rtid=2739,2739,/cgi-bin/resultsearch_PF.pl?eid=12167&esortby=cert,12167
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,600,2021/05/15,Mostly SLO 600k,/cgi-bin/routesearch_PF.pl?rtid=2722,2722,/cgi-bin/resultsearch_PF.pl?eid=12267&esortby=cert,12267
IL: Chicago,Great Lakes Randonneurs / 913005,ACPB,300,2021/05/15,route 715 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=715,715,/cgi-bin/resultsearch_PF.pl?eid=12285&esortby=cert,12285
OK: Norman,Oklahoma Randonneurs / 936006,ACPB,200,2021/05/15,Ghost Town 200,/cgi-bin/routesearch_PF.pl?rtid=1650,1650,/cgi-bin/resultsearch_PF.pl?eid=11973&esortby=cert,11973
MO: Kansas City,Audax Kansas City / 925005,RUSAB,200,2021/05/15,KCK -> Emporia,/cgi-bin/routesearch_PF.pl?rtid=2745,2745,/cgi-bin/resultsearch_PF.pl?eid=12631&esortby=cert,12631
