region,club,type,distance,date,route,rt_url,rtid,event_url,eid
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,101,2021/02/06,MayPearl Metric 101,/cgi-bin/routesearch_PF.pl?rtid=119,119,/cgi-bin/resultsearch_PF.pl?eid=12571&esortby=cert,12571
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,300,2021/02/06,Vulture Mine 300k,/cgi-bin/routesearch_PF.pl?rtid=1697,1697,/cgi-bin/resultsearch_PF.pl?eid=12181&esortby=cert,12181
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2021/02/06,Pedernales DC 2,/cgi-bin/routesearch_PF.pl?rtid=1852,1852,/cgi-bin/resultsearch_PF.pl?eid=12037&esortby=cert,12037
PA: Eastern,Pennsylvania Randonneurs / 938017,RUSAB,200,2021/02/06,The New Hope to New Hope,/cgi-bin/routesearch_PF.pl?rtid=2680,2680,/cgi-bin/resultsearch_PF.pl?eid=12401&esortby=cert,12401
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2021/02/06,route 550 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=550,550,/cgi-bin/resultsearch_PF.pl?eid=12036&esortby=cert,12036
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2021/02/06,Rawhide Ramble,/cgi-bin/routesearch_PF.pl?rtid=1496,1496,/cgi-bin/resultsearch_PF.pl?eid=12327&esortby=cert,12327
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2021/02/13,Rainbow 200K,/cgi-bin/routesearch_PF.pl?rtid=253,253,/cgi-bin/resultsearch_PF.pl?eid=11920&esortby=cert,11920
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,200,2021/02/13,Morro Bay Coastal 200k,/cgi-bin/routesearch_PF.pl?rtid=2665,2665,/cgi-bin/resultsearch_PF.pl?eid=12263&esortby=cert,12263
TX: Houston,Houston Randonneurs / 943030,ACPB,300,2021/02/20,CFH 300,/cgi-bin/routesearch_PF.pl?rtid=270,270,/cgi-bin/resultsearch_PF.pl?eid=12051&esortby=cert,12051
GA: Atlanta,Audax Atlanta / 910004,ACPB,300,2021/02/20,Monticello 300K,/cgi-bin/routesearch_PF.pl?rtid=2304,2304,/cgi-bin/resultsearch_PF.pl?eid=11957&esortby=cert,11957
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2021/02/20,route 289 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=289,289,/cgi-bin/resultsearch_PF.pl?eid=12050&esortby=cert,12050
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2021/02/27,Willow Park via Weatherford 200K,/cgi-bin/routesearch_PF.pl?rtid=1493,1493,/cgi-bin/resultsearch_PF.pl?eid=11991&esortby=cert,11991
NY: Central/Western,Finger Lakes Randonneurs / 932007,RUSAP,101,2021/02/27,Wolcott Falls Populaire,/cgi-bin/routesearch_PF.pl?rtid=1625,1625,/cgi-bin/resultsearch_PF.pl?eid=12581&esortby=cert,12581
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2021/02/27,Mueller Double Century,/cgi-bin/routesearch_PF.pl?rtid=1726,1726,/cgi-bin/resultsearch_PF.pl?eid=12580&esortby=cert,12580
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2021/02/27,Panama Road Willow Park 400K,/cgi-bin/routesearch_PF.pl?rtid=2157,2157,/cgi-bin/resultsearch_PF.pl?eid=11993&esortby=cert,11993
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2021/02/27,The Lady and the Barons,/cgi-bin/routesearch_PF.pl?rtid=2402,2402,/cgi-bin/resultsearch_PF.pl?eid=12115&esortby=cert,12115
LA: New Orleans,Crescent City Randonneurs / 918002,ACPB,200,2021/02/27,route 529 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=529,529,/cgi-bin/resultsearch_PF.pl?eid=12460&esortby=cert,12460
AL: Birmingham,Montgomery Bicycle Club / 901005,ACPB,200,2021/02/27,Cheaha Challenge Brevet,/cgi-bin/routesearch_PF.pl?rtid=1150,1150,/cgi-bin/resultsearch_PF.pl?eid=11933&esortby=cert,11933
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,300,2021/02/27,Willow Park via Weatherford 300K,/cgi-bin/routesearch_PF.pl?rtid=1490,1490,/cgi-bin/resultsearch_PF.pl?eid=11992&esortby=cert,11992
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,200,2021/02/28,200LR_3 Womens Rights Loop,/cgi-bin/routesearch_PF.pl?rtid=1082,1082,/cgi-bin/resultsearch_PF.pl?eid=12429&esortby=cert,12429
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,400,2021/03/06,route 371 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=371,371,/cgi-bin/resultsearch_PF.pl?eid=12184&esortby=cert,12184
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2021/03/06,Come and Take It 400K,/cgi-bin/routesearch_PF.pl?rtid=598,598,/cgi-bin/resultsearch_PF.pl?eid=12041&esortby=cert,12041
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,300,2021/03/06,Arivaca 300k,/cgi-bin/routesearch_PF.pl?rtid=2697,2697,/cgi-bin/resultsearch_PF.pl?eid=12183&esortby=cert,12183
TX: Central Texas,Heart of Texas Randonneurs / 943049,RUSAB,200,2021/03/06,No Gravel for Old Men,/cgi-bin/routesearch_PF.pl?rtid=2701,2701,/cgi-bin/resultsearch_PF.pl?eid=12587&esortby=cert,12587
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2021/03/06,route 550 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=550,550,/cgi-bin/resultsearch_PF.pl?eid=12039&esortby=cert,12039
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2021/03/06,Seguin 300k,/cgi-bin/routesearch_PF.pl?rtid=1908,1908,/cgi-bin/resultsearch_PF.pl?eid=12040&esortby=cert,12040
IN: Indianapolis,Indiana Randonneurs / 914005,RUSAP,100,2021/03/06,Boiler Up 100k,/cgi-bin/routesearch_PF.pl?rtid=2586,2586,/cgi-bin/resultsearch_PF.pl?eid=12563&esortby=cert,12563
FL: Central,Central Florida Randonneurs / 909062,RUSAB,200,2021/03/06,Tour of Pinellas County,/cgi-bin/routesearch_PF.pl?rtid=2297,2297,/cgi-bin/resultsearch_PF.pl?eid=12586&esortby=cert,12586
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,200,2021/03/06,Owl's Head Butte 200k,/cgi-bin/routesearch_PF.pl?rtid=1164,1164,/cgi-bin/resultsearch_PF.pl?eid=12182&esortby=cert,12182
GA: Atlanta,Audax Atlanta / 910004,RUSAP,100,2021/03/06,Chops and Hops 100,/cgi-bin/routesearch_PF.pl?rtid=990,990,/cgi-bin/resultsearch_PF.pl?eid=11958&esortby=cert,11958
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,106,2021/03/06,Cool Waters,/cgi-bin/routesearch_PF.pl?rtid=2450,2450,/cgi-bin/resultsearch_PF.pl?eid=12562&esortby=cert,12562
NC: Asheville,Asheville International Randonneurs / 933011,RUSAB,300,2021/03/06,People's Peachoid 300k,/cgi-bin/routesearch_PF.pl?rtid=2248,2248,/cgi-bin/resultsearch_PF.pl?eid=12589&esortby=cert,12589
MD: Capital Region,DC Randonneurs / 946012,RUSAP,104,2021/03/06,Palisades Poolesville Populaire,/cgi-bin/routesearch_PF.pl?rtid=2471,2471,/cgi-bin/resultsearch_PF.pl?eid=12572&esortby=cert,12572
MO: Kansas City,Audax Kansas City / 925005,RUSAB,201,2021/03/06,Medicine Lodge 200 K,/cgi-bin/routesearch_PF.pl?rtid=2684,2684,/cgi-bin/resultsearch_PF.pl?eid=12559&esortby=cert,12559
IN: Indianapolis,Indiana Randonneurs / 914005,RUSAP,100,2021/03/07,IR Half Rock 100k,/cgi-bin/routesearch_PF.pl?rtid=2700,2700,/cgi-bin/resultsearch_PF.pl?eid=12564&esortby=cert,12564
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,200,2021/03/07,Kendall's Double Bump 200K Brevet,/cgi-bin/routesearch_PF.pl?rtid=1161,1161,/cgi-bin/resultsearch_PF.pl?eid=12201&esortby=cert,12201
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2021/03/13,Suspend Belief,/cgi-bin/routesearch_PF.pl?rtid=2318,2318,/cgi-bin/resultsearch_PF.pl?eid=12042&esortby=cert,12042
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,211,2021/03/13,La Bella Rani Duecento 211,/cgi-bin/routesearch_PF.pl?rtid=515,515,/cgi-bin/resultsearch_PF.pl?eid=12588&esortby=cert,12588
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2021/03/13,Mexia Breveta 400ka,/cgi-bin/routesearch_PF.pl?rtid=2594,2594,/cgi-bin/resultsearch_PF.pl?eid=11996&esortby=cert,11996
OH: Columbus,Ohio Randonneurs / 935012,RUSAB,207,2021/03/13,Xenia-Indian Lake-Xenia,/cgi-bin/routesearch_PF.pl?rtid=2530,2530,/cgi-bin/resultsearch_PF.pl?eid=12569&esortby=cert,12569
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,300,2021/03/13,La Bella Rani Trecento 308,/cgi-bin/routesearch_PF.pl?rtid=514,514,/cgi-bin/resultsearch_PF.pl?eid=11995&esortby=cert,11995
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,213,2021/03/13,Long and Winding Road,/cgi-bin/routesearch_PF.pl?rtid=2595,2595,/cgi-bin/resultsearch_PF.pl?eid=11994&esortby=cert,11994
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2021/03/13,Lovettsville 200,/cgi-bin/routesearch_PF.pl?rtid=2690,2690,/cgi-bin/resultsearch_PF.pl?eid=12116&esortby=cert,12116
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,200,2021/03/13,Portland Easton Hainesville F8,/cgi-bin/routesearch_PF.pl?rtid=2685,2685,/cgi-bin/resultsearch_PF.pl?eid=12402&esortby=cert,12402
LA: New Orleans,Crescent City Randonneurs / 918002,ACPB,300,2021/03/13,route 527 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=527,527,/cgi-bin/resultsearch_PF.pl?eid=12461&esortby=cert,12461
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,300,2021/03/13,MB Southern Canyons 300K,/cgi-bin/routesearch_PF.pl?rtid=2682,2682,/cgi-bin/resultsearch_PF.pl?eid=12264&esortby=cert,12264
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,300,2021/03/13,route 249 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=249,249,/cgi-bin/resultsearch_PF.pl?eid=12108&esortby=cert,12108
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2021/03/13,George Dickel Distillery 200k,/cgi-bin/routesearch_PF.pl?rtid=1219,1219,/cgi-bin/resultsearch_PF.pl?eid=12107&esortby=cert,12107
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAP,108,2021/03/14,Carter Lake - Paradise Valley Populaire,/cgi-bin/routesearch_PF.pl?rtid=727,727,/cgi-bin/resultsearch_PF.pl?eid=12328&esortby=cert,12328
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,189,2021/03/14,Get Back,/cgi-bin/routesearch_PF.pl?rtid=2596,2596,/cgi-bin/resultsearch_PF.pl?eid=11997&esortby=cert,11997
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2021/03/14,Lazy Lizard 200k,/cgi-bin/routesearch_PF.pl?rtid=1354,1354,/cgi-bin/resultsearch_PF.pl?eid=11921&esortby=cert,11921
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,200,2021/03/20,Suffolk-Drewryville 200,/cgi-bin/routesearch_PF.pl?rtid=1849,1849,/cgi-bin/resultsearch_PF.pl?eid=12065&esortby=cert,12065
FL: Gainesville,Gainesville Cycling Club / 909005,ACPB,200,2021/03/20,route 242 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=242,242,/cgi-bin/resultsearch_PF.pl?eid=12457&esortby=cert,12457
TX: Houston,Houston Randonneurs / 943030,ACPB,300,2021/03/20,2018 Brookshire Columbus 300K,/cgi-bin/routesearch_PF.pl?rtid=2193,2193,/cgi-bin/resultsearch_PF.pl?eid=12053&esortby=cert,12053
GA: Atlanta,Audax Atlanta / 910004,ACPB,400,2021/03/20,Athens-Augusta-Athens 400k,/cgi-bin/routesearch_PF.pl?rtid=1543,1543,/cgi-bin/resultsearch_PF.pl?eid=11959&esortby=cert,11959
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,300,2021/03/20,Five Rivers 300k,/cgi-bin/routesearch_PF.pl?rtid=1674,1674,/cgi-bin/resultsearch_PF.pl?eid=12199&esortby=cert,12199
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,200,2021/03/20,Shepherdstown 200k,/cgi-bin/routesearch_PF.pl?rtid=2695,2695,/cgi-bin/resultsearch_PF.pl?eid=12086&esortby=cert,12086
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2021/03/20,Zion Natl Park 200,/cgi-bin/routesearch_PF.pl?rtid=1673,1673,/cgi-bin/resultsearch_PF.pl?eid=12253&esortby=cert,12253
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,100,2021/03/20,Sugarloaf Echo Populaire,/cgi-bin/routesearch_PF.pl?rtid=2512,2512,/cgi-bin/resultsearch_PF.pl?eid=12579&esortby=cert,12579
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2021/03/20,Kersey Kick,/cgi-bin/routesearch_PF.pl?rtid=538,538,/cgi-bin/resultsearch_PF.pl?eid=12329&esortby=cert,12329
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,103,2021/03/20,Zion Natl Park 100,/cgi-bin/routesearch_PF.pl?rtid=1676,1676,/cgi-bin/resultsearch_PF.pl?eid=12252&esortby=cert,12252
HI: Maui,Maui Randonneurs / 911003,RUSAP,100,2021/03/20,West Maui Loop 100k,/cgi-bin/routesearch_PF.pl?rtid=2655,2655,/cgi-bin/resultsearch_PF.pl?eid=12126&esortby=cert,12126
TX: Austin,Hill Country Randonneurs / 943025,ACPB,1000,2021/03/20,1000K Burnet-New Braunfels-Burton,/cgi-bin/routesearch_PF.pl?rtid=2230,2230,/cgi-bin/resultsearch_PF.pl?eid=12043&esortby=cert,12043
MO: Kansas City,Audax Kansas City / 925005,RUSAP,104,2021/03/20,Barley's - Free State 104,/cgi-bin/routesearch_PF.pl?rtid=1953,1953,/cgi-bin/resultsearch_PF.pl?eid=12584&esortby=cert,12584
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2021/03/20,Brookshire-Columbus 400K,/cgi-bin/routesearch_PF.pl?rtid=1064,1064,/cgi-bin/resultsearch_PF.pl?eid=12054&esortby=cert,12054
CA: Davis,Davis Bike Club / 905014,ACPB,200,2021/03/20,Davis-Auburn-Davis 200Km,/cgi-bin/routesearch_PF.pl?rtid=1162,1162,/cgi-bin/resultsearch_PF.pl?eid=12476&esortby=cert,12476
MO: Kansas City,Audax Kansas City / 925005,ACPB,200,2021/03/20,Shawnee-Winchester 200K,/cgi-bin/routesearch_PF.pl?rtid=2679,2679,/cgi-bin/resultsearch_PF.pl?eid=11944&esortby=cert,11944
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2021/03/27,Fleas & Trees 406,/cgi-bin/routesearch_PF.pl?rtid=836,836,/cgi-bin/resultsearch_PF.pl?eid=12000&esortby=cert,12000
MD: Capital Region,DC Randonneurs / 946012,ACPB,300,2021/03/27,Soldiers Delight 300,/cgi-bin/routesearch_PF.pl?rtid=2575,2575,/cgi-bin/resultsearch_PF.pl?eid=12117&esortby=cert,12117
LA: New Orleans,Crescent City Randonneurs / 918002,ACPB,400,2021/03/27,400K Along Da River,/cgi-bin/routesearch_PF.pl?rtid=851,851,/cgi-bin/resultsearch_PF.pl?eid=12462&esortby=cert,12462
IN: Indianapolis,Indiana Randonneurs / 914005,RUSAP,100,2021/03/27,Boiler Up 100k,/cgi-bin/routesearch_PF.pl?rtid=2586,2586,/cgi-bin/resultsearch_PF.pl?eid=12389&esortby=cert,12389
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,325,2021/03/27,Fleas & Trees 325,/cgi-bin/routesearch_PF.pl?rtid=835,835,/cgi-bin/resultsearch_PF.pl?eid=11999&esortby=cert,11999
MO: Kansas City,Audax Kansas City / 925005,RUSAP,103,2021/03/27,Signal Oak Mixed Surface 103K (50/50 Gravel/Road),/cgi-bin/routesearch_PF.pl?rtid=2185,2185,/cgi-bin/resultsearch_PF.pl?eid=12574&esortby=cert,12574
AL: Birmingham,Montgomery Bicycle Club / 901005,ACPB,300,2021/03/27,Prattville 300K,/cgi-bin/routesearch_PF.pl?rtid=1157,1157,/cgi-bin/resultsearch_PF.pl?eid=11934&esortby=cert,11934
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2021/03/27,Old Dennis 217,/cgi-bin/routesearch_PF.pl?rtid=332,332,/cgi-bin/resultsearch_PF.pl?eid=11998&esortby=cert,11998
CA: San Diego,San Diego Randonneurs / 905140,ACPB,300,2021/03/27,Santiago 300k,/cgi-bin/routesearch_PF.pl?rtid=2675,2675,/cgi-bin/resultsearch_PF.pl?eid=11922&esortby=cert,11922
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,200,2021/03/28,200LR_3 Womens Rights Loop,/cgi-bin/routesearch_PF.pl?rtid=1082,1082,/cgi-bin/resultsearch_PF.pl?eid=12430&esortby=cert,12430
TX: Dallas,Lone Star Randonneurs / 943026,ACPF,360,2021/04/02,route TBD (unnamed),/cgi-bin/routesearch_PF.pl?rtid=TBD,TBD,/cgi-bin/resultsearch_PF.pl?eid=12001&esortby=cert,12001
MI: Detroit,Detroit Randonneurs / 922015,RUSAP,116,2021/04/03,Northeast Populaire,/cgi-bin/routesearch_PF.pl?rtid=1731,1731,/cgi-bin/resultsearch_PF.pl?eid=12374&esortby=cert,12374
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,400,2021/04/03,Orange County IE 2012 400K,/cgi-bin/routesearch_PF.pl?rtid=1216,1216,/cgi-bin/resultsearch_PF.pl?eid=12202&esortby=cert,12202
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,100,2021/04/03,Touch The Leonardtown Pop,/cgi-bin/routesearch_PF.pl?rtid=2562,2562,/cgi-bin/resultsearch_PF.pl?eid=12582&esortby=cert,12582
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,200,2021/04/03,Point Look Out 200,/cgi-bin/routesearch_PF.pl?rtid=2563,2563,/cgi-bin/resultsearch_PF.pl?eid=12087&esortby=cert,12087
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2021/04/03,Birkie,/cgi-bin/routesearch_PF.pl?rtid=268,268,/cgi-bin/resultsearch_PF.pl?eid=12359&esortby=cert,12359
IN: Indianapolis,Indiana Randonneurs / 914005,ACPB,200,2021/04/03,Wabash on the Rocks 200k,/cgi-bin/routesearch_PF.pl?rtid=2696,2696,/cgi-bin/resultsearch_PF.pl?eid=12390&esortby=cert,12390
MA: Boston,New England Randonneurs / 921005,ACPB,200,2021/04/03,"Wachusett, Oakham, and Purgatory",/cgi-bin/routesearch_PF.pl?rtid=2229,2229,/cgi-bin/resultsearch_PF.pl?eid=12294&esortby=cert,12294
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,300,2021/04/03,OC Circle Santiago Peak,/cgi-bin/routesearch_PF.pl?rtid=1029,1029,/cgi-bin/resultsearch_PF.pl?eid=12200&esortby=cert,12200
OR: Eugene,South Willamette Randonneurs / 937003,ACPB,200,2021/04/03,Five Rivers,/cgi-bin/routesearch_PF.pl?rtid=2197,2197,/cgi-bin/resultsearch_PF.pl?eid=12365&esortby=cert,12365
MO: Kansas City,Audax Kansas City / 925005,RUSAP,138,2021/04/03,Whispering Giant 138 KM,/cgi-bin/routesearch_PF.pl?rtid=2078,2078,/cgi-bin/resultsearch_PF.pl?eid=12585&esortby=cert,12585
FL: Southern,South Florida Randonneurs / 909014,RUSAB,200,2021/04/03,Hail Mary 200,/cgi-bin/routesearch_PF.pl?rtid=2532,2532,/cgi-bin/resultsearch_PF.pl?eid=12537&esortby=cert,12537
MO: Kansas City,Audax Kansas City / 925005,ACPB,300,2021/04/03,Leavenworth - Oregon 302k,/cgi-bin/routesearch_PF.pl?rtid=2053,2053,/cgi-bin/resultsearch_PF.pl?eid=11945&esortby=cert,11945
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAP,121,2021/04/04,Horsetooth,/cgi-bin/routesearch_PF.pl?rtid=172,172,/cgi-bin/resultsearch_PF.pl?eid=12330&esortby=cert,12330
CA: Davis,Davis Bike Club / 905014,ACPF,360,2021/04/09,route TBD (unnamed),/cgi-bin/routesearch_PF.pl?rtid=TBD,TBD,/cgi-bin/resultsearch_PF.pl?eid=12477&esortby=cert,12477
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2021/04/10,End of Mann 200 (Spring 2021),/cgi-bin/routesearch_PF.pl?rtid=2711,2711,/cgi-bin/resultsearch_PF.pl?eid=12159&esortby=cert,12159
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,ACPB,200,2021/04/10,route 363 (unnamed),/cgi-bin/routesearch_PF.pl?rtid=363,363,/cgi-bin/resultsearch_PF.pl?eid=11966&esortby=cert,11966
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,600,2021/04/10,Scorpion 600k,/cgi-bin/routesearch_PF.pl?rtid=1920,1920,/cgi-bin/resultsearch_PF.pl?eid=12188&esortby=cert,12188
IN: Indianapolis,Indiana Randonneurs / 914005,ACPB,200,2021/04/10,route TBD (unnamed),/cgi-bin/routesearch_PF.pl?rtid=TBD,TBD,/cgi-bin/resultsearch_PF.pl?eid=12391&esortby=cert,12391
IA: Central,Iowa Randonneurs / 915005,ACPB,200,2021/04/10,route TBD (unnamed),/cgi-bin/routesearch_PF.pl?rtid=TBD,TBD,/cgi-bin/resultsearch_PF.pl?eid=12075&esortby=cert,12075
