region,club,type,distance,date,finishers,dnf,eid
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,200,2016/02/13,14,2.0,7270
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,300,2016/02/14,11,1.0,7271
TX: West Texas,West Texas Randonneurs / 943003,ACPB,300,2016/02/20,4,0.0,7391
CA: Fresno,Fresno Cycling Club / 905058,ACPB,200,2016/02/20,42,3.0,7532
PR: San Juan,Puerto Rico Randonneurs / 952003,ACPB,300,2016/02/20,12,4.0,7227
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,325,2016/02/20,0,,7326
FL: Central,Central Florida Randonneurs / 909062,ACPB,300,2016/02/20,30,1.0,7838
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2016/02/20,6,0.0,7290
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2016/02/20,5,0.0,7324
TX: West Texas,West Texas Randonneurs / 943003,ACPB,200,2016/02/20,0,,7390
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2016/02/20,0,,7289
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2016/02/20,6,0.0,7325
CA: Santa Rosa,Santa Rosa Cycling Club / 905048,ACPB,200,2016/02/20,51,0.0,7887
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,300,2016/02/20,5,1.0,7748
GA: Atlanta,Audax Atlanta / 910004,ACPB,300,2016/02/27,15,7.0,7615
CA: Davis,Davis Bike Club / 905014,ACPB,200,2016/02/27,53,3.0,7434
MO: Kansas City,Kansas City Ultra Cycling / 925001,RUSAP,101,2016/02/27,18,0.0,7909
NC: High Point,Bicycle For Life Club / 933057,ACPB,400,2016/02/27,9,0.0,7657
TX: Austin,Hill Country Randonneurs / 943025,ACPB,600,2016/02/27,8,0.0,7291
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2016/02/27,7,0.0,7814
NC: High Point,Bicycle For Life Club / 933057,ACPB,600,2016/02/27,4,0.0,7658
WA: Tri-Cities,Desert River Randonneurs / 947004,ACPB,200,2016/02/27,9,0.0,7572
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,300,2016/02/27,7,1.0,7680
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,129,2016/02/27,0,,7917
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,200,2016/03/02,6,0.0,7470
CA: San Diego,San Diego Randonneurs / 905140,ACPB,400,2016/03/05,10,1.0,7233
KY: Louisville,Louisville Bicycle Club / 917002,ACPB,200,2016/03/05,18,1.0,7795
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2016/03/05,3,0.0,7545
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2016/03/05,3,0.0,7631
FL: Southern,South Florida Randonneurs / 909014,ACPB,600,2016/03/05,16,0.0,7484
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2016/03/05,1,0.0,7293
CA: Fresno,Fresno Cycling Club / 905058,ACPB,300,2016/03/05,9,4.0,7533
TX: West Texas,West Texas Randonneurs / 943003,RUSAP,100,2016/03/05,8,2.0,7934
TX: Houston,Houston Randonneurs / 943030,ACPB,600,2016/03/05,4,0.0,7546
OR: Portland,Oregon Randonneurs / 937020,ACPB,300,2016/03/05,5,1.0,7632
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2016/03/05,2,0.0,7294
FL: Central,Central Florida Randonneurs / 909062,ACPB,400,2016/03/05,13,1.0,7839
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,300,2016/03/05,25,7.0,7753
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,400,2016/03/05,16,1.0,7315
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2016/03/05,1,0.0,7292
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2016/03/05,9,0.0,7815
WA: Seattle,Seattle International Randonneurs / 947018,RUSAP,100,2016/03/05,81,8.0,7862
MA: Boston,New England Randonneurs / 921005,RUSAP,127,2016/03/06,16,3.0,7921
FL: Southern,South Florida Randonneurs / 909014,ACPB,200,2016/03/06,12,0.0,7485
MO: Kansas City,Kansas City Ultra Cycling / 925001,ACPB,200,2016/03/12,6,0.0,7675
CA: Santa Cruz,Santa Cruz Randonneurs / 905106,ACPB,200,2016/03/12,12,2.0,7243
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2016/03/12,59,2.0,7863
GA: Atlanta,Audax Atlanta / 910004,ACPB,400,2016/03/12,9,1.0,7616
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,217,2016/03/12,3,0.0,7327
OR: Portland,Oregon Randonneurs / 937020,RUSAP,100,2016/03/12,12,0.0,7633
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2016/03/12,10,0.0,7328
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAP,108,2016/03/13,35,0.0,7509
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,RUSAP,100,2016/03/13,5,0.0,7451
TX: Amarillo,Hell Week Randonneurs / 943037,ACPB,200,2016/03/14,9,0.0,7670
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,200,2016/03/16,11,0.0,7471
TX: Amarillo,Hell Week Randonneurs / 943037,ACPB,300,2016/03/16,0,,7672
TX: Amarillo,Hell Week Randonneurs / 943037,ACPB,200,2016/03/16,0,,7671
TX: Amarillo,Hell Week Randonneurs / 943037,ACPB,200,2016/03/18,0,,7673
TX: Amarillo,Hell Week Randonneurs / 943037,ACPB,300,2016/03/18,1,0.0,7674
NC: High Point,Bicycle For Life Club / 933057,ACPB,200,2016/03/19,2,0.0,7659
NC: High Point,Bicycle For Life Club / 933057,ACPB,600,2016/03/19,1,0.0,7662
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,200,2016/03/19,8,0.0,7443
WA: Tri-Cities,Desert River Randonneurs / 947004,ACPB,300,2016/03/19,6,0.0,7573
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2016/03/19,32,1.0,7459
VA: Tidewater,Tidewater Randonneurs / 946002,RUSAP,100,2016/03/19,0,,7905
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2016/03/19,1,0.0,7816
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,400,2016/03/19,4,5.0,7749
TX: West Texas,West Texas Randonneurs / 943003,ACPB,400,2016/03/19,4,0.0,7392
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,100,2016/03/19,0,,7718
NC: High Point,Bicycle For Life Club / 933057,ACPB,1000,2016/03/19,3,1.0,7663
NC: High Point,Bicycle For Life Club / 933057,ACPB,300,2016/03/19,2,0.0,7660
AL: Birmingham,Montgomery Bicycle Club / 901005,RUSAB,200,2016/03/19,20,1.0,7928
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,300,2016/03/19,11,0.0,7817
CA: Davis,Davis Bike Club / 905014,ACPB,300,2016/03/19,39,4.0,7435
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2016/03/19,49,1.0,7864
CA: Fresno,Fresno Cycling Club / 905058,ACPB,200,2016/03/19,19,0.0,7534
LA: New Orleans,Crescent City Randonneurs / 918002,RUSAB,300,2016/03/19,2,0.0,7938
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2016/03/19,7,1.0,7719
NC: High Point,Bicycle For Life Club / 933057,ACPB,400,2016/03/19,0,,7661
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,200,2016/03/19,28,0.0,7372
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,ACPB,200,2016/03/20,4,0.0,7452
VA: Northern,Randonneurs of the Mid-Atlantic / 946013,ACPB,200,2016/03/20,0,,7739
MA: Westfield,Northeast Sport Cyclists / 921033,RUSAP,100,2016/03/20,24,1.0,7799
CA: Santa Rosa,Santa Rosa Cycling Club / 905048,ACPB,200,2016/03/26,39,4.0,7888
AL: Birmingham,Montgomery Bicycle Club / 901005,RUSAP,108,2016/03/26,5,1.0,7943
MO: Kansas City,Kansas City Ultra Cycling / 925001,ACPB,200,2016/03/26,20,0.0,7247
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,400,2016/03/26,4,5.0,7682
NC: Asheville,Asheville International Randonneurs / 933011,RUSAP,100,2016/03/26,13,1.0,7559
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2016/03/26,58,1.0,7865
NY: Saratoga,Upstate NY Brevet Series / 932034,ACPB,200,2016/03/27,10,1.0,7581
CA: Los Angeles,Channel Islands Bike Club / 905082,RUSAP,100,2016/03/5,3,0.0,7681
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,104,2016/04/02,0,,7942
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,600,2016/04/02,10,2.0,7684
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2016/04/02,30,0.0,7634
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,200,2016/04/02,6,1.0,7252
MO: St. Louis,St Louis Cycling Club / 925034,ACPB,200,2016/04/02,4,0.0,7398
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2016/04/02,30,1.0,7866
KY: Louisville,Louisville Bicycle Club / 917002,ACPB,300,2016/04/02,9,6.0,7796
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,RUSAP,106,2016/04/02,2,0.0,7937
MO: Kansas City,Kansas City Ultra Cycling / 925001,ACPB,300,2016/04/02,3,0.0,7676
CA: Santa Cruz,Santa Cruz Randonneurs / 905106,ACPB,300,2016/04/02,17,4.0,7244
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,300,2016/04/02,8,0.0,7330
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,216,2016/04/02,5,0.0,7941
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,400,2016/04/02,8,1.0,7683
CA: Fresno,Fresno Cycling Club / 905058,ACPB,400,2016/04/02,0,,7535
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAP,121,2016/04/03,20,1.0,7510
MA: Westfield,Northeast Sport Cyclists / 921033,ACPB,200,2016/04/03,13,0.0,7800
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2016/04/03,9,0.0,7235
IA: Central,Iowa Randonneurs / 915005,ACPB,200,2016/04/09,14,5.0,7402
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,200,2016/04/09,0,,7446
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,100,2016/04/09,21,0.0,7825
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,400,2016/04/09,6,1.0,7819
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,317,2016/04/09,2,0.0,7332
NC: Raleigh,North Carolina Bicycle Club / 933045,ACPB,200,2016/04/09,15,1.0,7259
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2016/04/09,43,0.0,7511
OR: Portland,Oregon Randonneurs / 937020,ACPB,300,2016/04/09,18,0.0,7635
IN: Indianapolis,Indiana Randonneurs / 914005,RUSAP,100,2016/04/09,4,0.0,7607
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2016/04/09,0,,7333
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,400,2016/04/09,31,4.0,7756
IA: Central,Iowa Randonneurs / 915005,RUSAP,110,2016/04/09,5,1.0,7401
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,300,2016/04/09,6,1.0,7445
MO: Kansas City,Kansas City Ultra Cycling / 925001,ACPB,300,2016/04/09,14,0.0,7248
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,600,2016/04/09,10,0.0,7334
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2016/04/09,0,,7818
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,206,2016/04/09,8,0.0,7331
MA: Boston,New England Randonneurs / 921005,RUSAP,100,2016/04/09,71,6.0,7779
MI: Detroit,Detroit Randonneurs / 922015,RUSAP,116,2016/04/09,7,2.0,7303
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2016/04/09,16,0.0,7461
GA: Atlanta,Audax Atlanta / 910004,ACPB,200,2016/04/09,18,0.0,7618
TX: Brownsville,RGV Randos / 943005,RUSAP,109,2016/04/09,11,4.0,7945
NC: High Point,Bicycle For Life Club / 933057,RM,1200,2016/04/15,5,0.0,7664
TX: Austin,Hill Country Randonneurs / 943025,ACPB,600,2016/04/16,0,,7296
NY: Long Island,Long Island Randonneurs / 932005,RUSAP,131,2016/04/16,21,0.0,7894
MA: Boston,New England Randonneurs / 921005,RUSAP,100,2016/04/16,11,0.0,7780
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,119,2016/04/16,34,4.0,7826
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,300,2016/04/16,5,0.0,7253
VA: Northern,Randonneurs of the Mid-Atlantic / 946013,ACPB,300,2016/04/16,0,,7740
WI: Western,Driftless Randonneurs / 949007,ACPB,200,2016/04/16,13,1.0,7498
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2016/04/16,15,7.0,7512
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,600,2016/04/16,9,0.0,7686
OR: Portland,Oregon Randonneurs / 937020,ACPB,400,2016/04/16,8,0.0,7636
IN: Indianapolis,Indiana Randonneurs / 914005,ACPB,200,2016/04/16,21,0.0,7608
OH: Columbus,Ohio Randonneurs / 935012,ACPB,200,2016/04/16,26,2.0,7597
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2016/04/16,8,0.0,7295
CA: Davis,Davis Bike Club / 905014,ACPB,400,2016/04/16,23,3.0,7436
OR: Portland,Oregon Randonneurs / 937020,RUSAP,100,2016/04/16,10,0.0,7954
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2016/04/16,16,0.0,7757
FL: Central,Central Florida Randonneurs / 909062,ACPB,600,2016/04/16,19,2.0,7840
LA: New Orleans,Crescent City Randonneurs / 918002,RUSAB,400,2016/04/16,0,,7939
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,600,2016/04/16,11,5.0,7316
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,ACPB,200,2016/04/17,8,0.0,7453
MA: Westfield,Northeast Sport Cyclists / 921033,ACPB,300,2016/04/17,22,0.0,7801
TX: West Texas,West Texas Randonneurs / 943003,RUSAP,101,2016/04/17,8,4.0,7953
OR: Portland,Oregon Randonneurs / 937020,ACPB,300,2016/04/23,19,0.0,7637
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,1000,2016/04/23,1,0.0,7869
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,100,2016/04/23,4,0.0,7720
FL: Southern,South Florida Randonneurs / 909014,ACPB,300,2016/04/23,11,0.0,7487
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,300,2016/04/23,8,0.0,7708
MI: Detroit,Detroit Randonneurs / 922015,ACPB,200,2016/04/23,35,2.0,7304
MD: Capital Region,DC Randonneurs / 946012,ACPB,300,2016/04/23,24,1.0,7462
GA: Atlanta,Audax Atlanta / 910004,ACPB,600,2016/04/23,4,2.0,7619
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,400,2016/04/23,10,0.0,7447
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,ACPB,200,2016/04/23,60,0.0,7472
MO: St. Louis,St Louis Cycling Club / 925034,ACPB,300,2016/04/23,1,0.0,7400
FL: Southern,South Florida Randonneurs / 909014,ACPB,200,2016/04/23,7,0.0,7488
IL: Chicago,Great Lakes Randonneurs / 913005,ACPB,200,2016/04/23,68,3.0,7275
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2016/04/23,3,1.0,7721
MO: St. Louis,St Louis Cycling Club / 925034,ACPB,200,2016/04/23,6,0.0,7399
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,300,2016/04/23,1,0.0,7272
CA: Santa Rosa,Santa Rosa Cycling Club / 905048,ACPB,300,2016/04/23,15,4.0,7889
AK: Anchorage,Denali Randonneurs / 902007,RUSAP,100,2016/04/23,45,1.0,7413
OK: Norman,Oklahoma Randonneurs / 936006,ACPB,200,2016/04/23,4,1.0,7266
AZ: Northern,Northern Arizona Randonneurs / 903008,RUSAP,100,2016/04/23,2,0.0,7947
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,400,2016/04/23,2,0.0,7820
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,200,2016/04/23,0,,7448
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,ACPB,200,2016/04/23,15,0.0,7827
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,400,2016/04/23,16,1.0,7273
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,600,2016/04/23,6,0.0,7868
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,600,2016/04/23,6,1.0,7821
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,200,2016/04/23,6,0.0,7707
NY: Central/Western,Rochester Bicycling Club / 932030,ACPB,200,2016/04/23,6,1.0,7696
CA: San Diego,San Diego Randonneurs / 905140,ACPB,600,2016/04/23,6,3.0,7236
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2016/04/23,32,1.0,7513
NY: Saratoga,Upstate NY Brevet Series / 932034,ACPB,300,2016/04/24,4,4.0,7582
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2016/04/26,5,0.0,7870
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,400,2016/04/27,7,1.0,7871
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,ACPB,200,2016/04/30,0,2.0,7828
NC: Asheville,Asheville International Randonneurs / 933011,ACPB,200,2016/04/30,5,1.0,7560
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2016/04/30,1,0.0,7548
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,100,2016/04/30,12,0.0,7844
TX: Houston,Houston Randonneurs / 943030,ACPB,600,2016/04/30,2,0.0,7549
WA: Tri-Cities,Desert River Randonneurs / 947004,ACPB,400,2016/04/30,11,0.0,7574
MO: Kansas City,Kansas City Ultra Cycling / 925001,ACPB,400,2016/04/30,11,0.0,7250
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,300,2016/04/30,22,2.0,7374
MA: Boston,New England Randonneurs / 921005,ACPB,200,2016/04/30,61,2.0,7781
TX: West Texas,West Texas Randonneurs / 943003,ACPB,600,2016/04/30,3,0.0,7393
KY: Louisville,Louisville Bicycle Club / 917002,ACPB,400,2016/04/30,2,0.0,7797
NC: Raleigh,North Carolina Bicycle Club / 933045,ACPB,300,2016/04/30,19,1.0,7260
CA: Santa Cruz,Santa Cruz Randonneurs / 905106,ACPB,400,2016/04/30,6,2.0,7245
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,200,2016/04/30,7,0.0,7375
WI: Western,Driftless Randonneurs / 949007,ACPB,200,2016/04/30,4,0.0,7499
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2016/05/01,8,0.0,7872
NY: Central/Western,Rochester Bicycling Club / 932030,ACPB,200,2016/05/01,3,0.0,7697
CA: Fresno,Fresno Cycling Club / 905058,ACPB,600,2016/05/06,5,0.0,7536
WA: Seattle,Seattle International Randonneurs / 947018,RUSAP,100,2016/05/06,15,0.0,7873
IL: Chicago,Great Lakes Randonneurs / 913005,ACPB,300,2016/05/07,26,1.0,7277
MO: Kansas City,Kansas City Ultra Cycling / 925001,RUSAB,201,2016/05/07,4,1.0,7936
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2016/05/07,7,0.0,7736
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,600,2016/05/07,2,1.0,7688
IA: Central,Iowa Randonneurs / 915005,RUSAP,110,2016/05/07,0,1.0,7403
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2016/05/07,7,0.0,7638
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,ACPB,200,2016/05/07,25,4.0,7829
MD: Capital Region,DC Randonneurs / 946012,ACPB,300,2016/05/07,29,0.0,7463
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,300,2016/05/07,39,2.0,7515
MT: Bozeman,Gallatin Valley Bicycle Club / 926001,ACPB,200,2016/05/07,9,0.0,7590
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,ACPB,300,2016/05/07,4,0.0,7454
IA: Central,Iowa Randonneurs / 915005,ACPB,200,2016/05/07,2,0.0,7404
OR: Portland,Oregon Randonneurs / 937020,ACPB,600,2016/05/07,17,0.0,7639
GA: Atlanta,Audax Atlanta / 910004,ACPB,400,2016/05/07,8,1.0,7620
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,ACPB,300,2016/05/07,31,2.0,7473
IL: Chicago,Great Lakes Randonneurs / 913005,ACPB,200,2016/05/07,15,0.0,7276
MO: Kansas City,Kansas City Ultra Cycling / 925001,RUSAP,130,2016/05/07,5,0.0,7935
MA: Westfield,Northeast Sport Cyclists / 921033,ACPB,200,2016/05/07,26,3.0,7802
AK: Anchorage,Denali Randonneurs / 902007,ACPB,200,2016/05/07,13,6.0,7414
MA: Boston,New England Randonneurs / 921005,ACPB,200,2016/05/07,24,1.0,7782
IA: Central,Iowa Randonneurs / 915005,ACPB,300,2016/05/07,8,0.0,7405
