region,club,type,distance,date,finishers,dnf,eid
FL: Southern,South Florida Randonneurs / 909014,ACPB,200,2017/01/08,8,2.0,8763
FL: Southern,South Florida Randonneurs / 909014,RUSAP,100,2017/01/08,2,0.0,8765
TX: Brownsville,RGV Randos / 943005,ACPB,300,2017/01/14,2,0.0,8079
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2017/01/14,10,0.0,8350
PA: Eastern,Pennsylvania Randonneurs / 938017,RUSAB,200,2017/01/14,26,0.0,8767
TX: Brownsville,RGV Randos / 943005,RUSAP,109,2017/01/14,22,17.0,8077
FL: Central,Central Florida Randonneurs / 909062,ACPB,200,2017/01/14,61,0.0,8308
TX: Brownsville,RGV Randos / 943005,ACPB,200,2017/01/14,0,3.0,8078
CA: Santa Rosa,Santa Rosa Randonneurs / 905171,ACPB,200,2017/01/14,53,4.0,8192
FL: Central,Central Florida Randonneurs / 909062,ACPB,300,2017/01/15,25,0.0,8309
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2017/01/15,42,1.0,8251
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,200,2017/01/15,10,2.0,8550
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,RUSAP,109,2017/01/16,0,2.0,8551
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,300,2017/01/21,6,0.0,8031
TX: West Texas,West Texas Randonneurs / 943003,ACPB,200,2017/01/21,0,,8085
AZ: Phoenix,Arizona Randonneurs / 903020,RUSAB,200,2017/01/21,4,2.0,8766
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2017/01/21,9,0.0,8369
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,217,2017/01/21,8,0.0,8030
TX: Brownsville,RGV Randos / 943005,ACPB,200,2017/01/28,2,0.0,8081
MD: Capital Region,DC Randonneurs / 946012,RUSAP,106,2017/01/28,37,1.0,8108
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,200,2017/01/28,13,0.0,8689
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2017/01/28,2,0.0,8390
NC: High Point,Bicycle For Life Club / 933057,ACPB,400,2017/01/28,2,0.0,8608
TX: Brownsville,RGV Randos / 943005,ACPB,300,2017/01/28,0,,8082
TX: Houston,Houston Randonneurs / 943030,ACPB,300,2017/01/28,5,0.0,8391
NC: High Point,Bicycle For Life Club / 933057,ACPB,200,2017/01/28,9,0.0,8606
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2017/01/28,109,13.0,8271
TX: Brownsville,RGV Randos / 943005,RUSAP,100,2017/01/28,0,,8080
TX: Houston,Houston Randonneurs / 943030,RUSAP,100,2017/01/28,4,0.0,8389
GA: Atlanta,Audax Atlanta / 910004,ACPB,200,2017/01/28,18,2.0,8198
NC: High Point,Bicycle For Life Club / 933057,ACPB,300,2017/01/28,0,,8607
FL: Gainesville,Gainesville Cycling Club / 909005,ACPB,300,2017/02/04,18,0.0,8368
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,300,2017/02/04,18,2.0,8439
CA: Santa Rosa,Santa Rosa Randonneurs / 905171,ACPB,200,2017/02/04,31,1.0,8193
OR: Portland,Oregon Randonneurs / 937020,RUSAP,105,2017/02/04,1,2.0,8496
FL: Southern,South Florida Randonneurs / 909014,ACPB,400,2017/02/04,32,0.0,8723
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,300,2017/02/04,21,1.0,8690
PA: Eastern,Pennsylvania Randonneurs / 938017,RUSAB,200,2017/02/04,21,0.0,8230
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2017/02/04,7,1.0,8351
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2017/02/04,4,2.0,8497
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2017/02/04,12,0.0,8370
FL: Southern,South Florida Randonneurs / 909014,ACPB,200,2017/02/04,8,0.0,8724
MA: Boston,New England Randonneurs / 921005,RUSAP,100,2017/02/05,15,0.0,8189
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2017/02/11,87,3.0,8272
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2017/02/11,9,0.0,8352
GA: Atlanta,Audax Atlanta / 910004,ACPB,200,2017/02/11,10,0.0,8199
TX: Houston,Houston Randonneurs / 943030,ACPB,300,2017/02/11,1,0.0,8393
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2017/02/11,3,1.0,8394
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2017/02/11,0,,8392
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,300,2017/02/11,12,6.0,8691
PR: San Juan,Puerto Rico Randonneurs / 952003,ACPB,300,2017/02/12,8,1.0,8146
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2017/02/12,18,0.0,8252
NC: High Point,Bicycle For Life Club / 933057,ACPB,300,2017/02/18,0,,8610
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,104,2017/02/18,0,,8740
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2017/02/18,1,0.0,8587
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2017/02/18,8,0.0,8371
NC: High Point,Bicycle For Life Club / 933057,ACPB,400,2017/02/18,1,0.0,8611
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,100,2017/02/18,4,0.0,8032
TX: West Texas,West Texas Randonneurs / 943003,ACPB,200,2017/02/18,0,,8086
NC: High Point,Bicycle For Life Club / 933057,ACPB,200,2017/02/18,11,0.0,8609
NC: High Point,Bicycle For Life Club / 933057,ACPB,600,2017/02/18,5,0.0,8612
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2017/02/18,9,0.0,8033
FL: Central,Central Florida Randonneurs / 909062,ACPB,300,2017/02/18,28,0.0,8310
TX: West Texas,West Texas Randonneurs / 943003,ACPB,300,2017/02/18,3,0.0,8087
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,300,2017/02/18,4,0.0,8034
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,200,2017/02/18,11,1.0,8552
LA: New Orleans,Crescent City Randonneurs / 918002,RUSAB,300,2017/02/19,3,0.0,8778
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,300,2017/02/19,13,3.0,8553
PR: San Juan,Puerto Rico Randonneurs / 952003,ACPB,400,2017/02/19,3,3.0,8147
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,RUSAP,112,2017/02/19,4,0.0,8554
GA: Atlanta,Audax Atlanta / 910004,ACPB,200,2017/02/25,13,2.0,8200
TX: West Texas,West Texas Randonneurs / 943003,RUSAP,100,2017/02/25,0,,8775
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2017/02/25,42,19.0,8273
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2017/02/25,0,,8353
CA: Fresno,Fresno Cycling Club / 905058,ACPB,200,2017/02/25,46,3.0,8427
NC: Asheville,Asheville International Randonneurs / 933011,RUSAP,100,2017/02/25,5,0.0,8532
AZ: Tucson,PAC Tour / 949005,ACPB,200,2017/02/25,9,0.0,8100
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2017/02/25,8,0.0,8354
MO: Kansas City,Kansas City Ultra Cycling / 925001,RUSAP,101,2017/02/25,8,0.0,8783
LA: New Orleans,Crescent City Randonneurs / 918002,RUSAB,200,2017/02/25,3,0.0,8777
WA: Tri-Cities,Desert River Randonneurs / 947004,ACPB,200,2017/02/25,2,0.0,8416
PR: San Juan,Puerto Rico Randonneurs / 952003,ACPB,600,2017/03/03,5,1.0,8148
MO: St. Louis,St Louis Cycling Club / 925034,ACPB,200,2017/03/04,9,3.0,8632
TX: Houston,Houston Randonneurs / 943030,ACPB,600,2017/03/04,2,0.0,8396
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2017/03/04,5,5.0,8498
FL: Southern,South Florida Randonneurs / 909014,ACPB,600,2017/03/04,28,1.0,8725
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2017/03/04,34,1.0,8109
OR: Portland,Oregon Randonneurs / 937020,ACPB,300,2017/03/04,2,0.0,8499
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2017/03/04,0,,8372
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,400,2017/03/04,13,2.0,8440
KY: Louisville,Louisville Bicycle Club / 917002,ACPB,200,2017/03/04,18,0.0,8434
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,300,2017/03/04,9,0.0,8373
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2017/03/04,1,0.0,8395
CA: Davis,Davis Bike Club / 905014,ACPB,200,2017/03/04,44,2.0,8167
MA: Boston,New England Randonneurs / 921005,RUSAP,127,2017/03/05,6,1.0,8190
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2017/03/05,1,0.0,8397
FL: Southern,South Florida Randonneurs / 909014,ACPB,200,2017/03/05,6,0.0,8726
AZ: Tucson,PAC Tour / 949005,ACPB,200,2017/03/07,3,0.0,8101
WA: Seattle,Seattle International Randonneurs / 947018,RUSAP,100,2017/03/11,75,1.0,8454
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,400,2017/03/11,8,1.0,8692
AZ: Tucson,PAC Tour / 949005,ACPB,200,2017/03/11,3,0.0,8102
NC: High Point,Bicycle For Life Club / 933057,ACPB,300,2017/03/11,0,,8614
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2017/03/11,9,0.0,8035
GA: Atlanta,Audax Atlanta / 910004,ACPB,300,2017/03/11,17,1.0,8201
OR: Portland,Oregon Randonneurs / 937020,RUSAP,100,2017/03/11,7,1.0,8500
NC: High Point,Bicycle For Life Club / 933057,ACPB,400,2017/03/11,1,0.0,8615
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2017/03/11,1,3.0,8036
OR: Eugene,South Willamette Randonneurs / 937003,ACPB,200,2017/03/11,9,0.0,8249
CA: Fresno,Fresno Cycling Club / 905058,ACPB,200,2017/03/11,38,3.0,8428
CA: Santa Cruz,Santa Cruz Randonneurs / 905106,ACPB,200,2017/03/11,33,3.0,8132
MO: Kansas City,Kansas City Ultra Cycling / 925001,ACPB,200,2017/03/11,2,0.0,8154
NC: High Point,Bicycle For Life Club / 933057,ACPB,600,2017/03/11,0,,8616
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,325,2017/03/11,0,,8037
NC: High Point,Bicycle For Life Club / 933057,ACPB,200,2017/03/11,2,0.0,8613
CA: San Diego,San Diego Randonneurs / 905140,ACPB,300,2017/03/11,8,2.0,8253
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,RUSAP,103,2017/03/12,4,1.0,8177
TX: Amarillo,Hell Week Randonneurs / 943037,ACPB,200,2017/03/13,2,0.0,8655
TX: Amarillo,Hell Week Randonneurs / 943037,ACPB,200,2017/03/15,4,0.0,8656
TX: Amarillo,Hell Week Randonneurs / 943037,ACPB,300,2017/03/15,0,,8657
TX: Amarillo,Hell Week Randonneurs / 943037,ACPB,200,2017/03/17,1,0.0,8658
TX: Amarillo,Hell Week Randonneurs / 943037,ACPB,300,2017/03/17,0,,8659
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2017/03/18,0,,8374
AL: Birmingham,Montgomery Bicycle Club / 901005,RUSAP,100,2017/03/18,7,1.0,8753
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2017/03/18,0,,8356
MO: St. Louis,St Louis Cycling Club / 925034,ACPB,200,2017/03/18,2,0.0,8633
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,103,2017/03/18,3,0.0,8741
LA: New Orleans,Crescent City Randonneurs / 918002,RUSAB,400,2017/03/18,4,0.0,8779
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,300,2017/03/18,0,,8375
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2017/03/18,6,2.0,8588
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2017/03/18,21,15.0,8455
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2017/03/18,6,1.0,8357
MO: St. Louis,St Louis Cycling Club / 925034,ACPB,300,2017/03/18,3,0.0,8634
TX: West Texas,West Texas Randonneurs / 943003,RUSAP,100,2017/03/18,0,,8792
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,300,2017/03/18,55,3.0,8274
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2017/03/18,19,1.0,8110
NC: Asheville,Asheville International Randonneurs / 933011,RUSAP,100,2017/03/18,2,0.0,8533
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,400,2017/03/18,11,1.0,8555
TX: West Texas,West Texas Randonneurs / 943003,RUSAB,200,2017/03/18,0,,8793
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2017/03/18,2,0.0,8355
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,ACPB,200,2017/03/19,7,2.0,8178
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAP,108,2017/03/19,22,2.0,8557
MA: Westfield,Northeast Sport Cyclists / 921033,RUSAP,100,2017/03/19,15,1.0,8481
AZ: Tucson,PAC Tour / 949005,ACPB,200,2017/03/21,4,0.0,8103
OH: Columbus,Ohio Randonneurs / 935012,ACPB,200,2017/03/25,21,3.0,8019
MO: Kansas City,Kansas City Ultra Cycling / 925001,ACPB,200,2017/03/25,22,0.0,8155
TX: West Texas,West Texas Randonneurs / 943003,ACPB,400,2017/03/25,5,0.0,8088
CA: Davis,Davis Bike Club / 905014,ACPB,300,2017/03/25,33,1.0,8168
WA: Tri-Cities,Desert River Randonneurs / 947004,ACPB,300,2017/03/25,5,1.0,8417
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,200,2017/03/25,6,0.0,8138
MO: Kansas City,Kansas City Ultra Cycling / 925001,RUSAP,149,2017/03/25,3,0.0,8770
GA: Atlanta,Audax Atlanta / 910004,ACPB,400,2017/03/25,7,3.0,8202
TX: Brownsville,RGV Randos / 943005,ACPB,200,2017/03/25,9,1.0,8083
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2017/03/25,61,1.0,8456
AZ: Tucson,PAC Tour / 949005,ACPB,200,2017/03/25,11,0.0,8104
VA: Tidewater,Tidewater Randonneurs / 946002,RUSAP,100,2017/03/25,1,1.0,8771
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,200,2017/03/25,28,0.0,8231
TX: Brownsville,RGV Randos / 943005,ACPB,300,2017/03/25,0,,8084
FL: Central,Central Florida Randonneurs / 909062,ACPB,400,2017/03/25,23,4.0,8311
NY: Saratoga,Upstate NY Brevet Series / 932034,ACPB,200,2017/03/26,1,3.0,8097
NY: Central/Western,Rochester Bicycling Club / 932030,ACPB,200,2017/03/26,6,0.0,8660
KY: Louisville,Louisville Bicycle Club / 917002,ACPB,300,2017/04/01,9,0.0,8435
CA: Fresno,Fresno Cycling Club / 905058,ACPB,300,2017/04/01,25,2.0,8429
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2017/04/01,17,2.0,8111
CA: Santa Cruz,Santa Cruz Randonneurs / 905106,ACPB,300,2017/04/01,13,0.0,8133
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,400,2017/04/01,0,1.0,8695
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,200,2017/04/01,6,0.0,8149
NC: High Point,Bicycle For Life Club / 933057,ACPB,200,2017/04/01,0,,8617
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,217,2017/04/01,2,0.0,8038
NC: High Point,Bicycle For Life Club / 933057,ACPB,600,2017/04/01,5,0.0,8620
MO: St. Louis,St Louis Cycling Club / 925034,ACPB,300,2017/04/01,6,0.0,8636
MD: Capital Region,DC Randonneurs / 946012,ACPB,300,2017/04/01,23,0.0,8112
MO: Kansas City,Kansas City Ultra Cycling / 925001,ACPB,300,2017/04/01,3,0.0,8156
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,600,2017/04/01,8,3.0,8696
NC: High Point,Bicycle For Life Club / 933057,ACPB,300,2017/04/01,2,0.0,8618
CA: San Diego,San Diego Randonneurs / 905140,RUSAP,100,2017/04/01,5,0.0,8776
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2017/04/01,5,2.0,8039
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,200,2017/04/01,3,0.0,8693
NC: High Point,Bicycle For Life Club / 933057,ACPB,1000,2017/04/01,2,0.0,8621
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2017/04/01,25,0.0,8501
NC: High Point,Bicycle For Life Club / 933057,ACPB,400,2017/04/01,0,,8619
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,300,2017/04/01,4,0.0,8694
MO: Kansas City,Kansas City Ultra Cycling / 925001,RUSAP,103,2017/04/01,7,0.0,8796
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,RUSAP,118,2017/04/01,1,0.0,8768
MO: St. Louis,St Louis Cycling Club / 925034,ACPB,200,2017/04/01,9,0.0,8635
MA: Westfield,Northeast Sport Cyclists / 921033,ACPB,200,2017/04/02,26,6.0,8482
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,300,2017/04/08,0,,8377
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,600,2017/04/08,7,0.0,8441
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2017/04/08,21,1.0,8457
NC: Asheville,Asheville International Randonneurs / 933011,RUSAP,100,2017/04/08,5,0.0,8534
TX: Austin,Hill Country Randonneurs / 943025,ACPB,600,2017/04/08,4,1.0,8359
VA: Tidewater,Tidewater Randonneurs / 946002,RUSAP,100,2017/04/08,1,0.0,8772
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,400,2017/04/08,6,0.0,8378
MI: Detroit,Detroit Randonneurs / 922015,RUSAP,116,2017/04/08,31,0.0,8442
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,200,2017/04/08,1,0.0,8140
IN: Indianapolis,Indiana Randonneurs / 914005,RUSAP,100,2017/04/08,13,0.0,8668
CA: Davis,Davis Bike Club / 905014,ACPB,400,2017/04/08,14,3.0,8169
MO: Kansas City,Kansas City Ultra Cycling / 925001,RUSAP,139,2017/04/08,1,0.0,8795
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2017/04/08,3,0.0,8376
MO: Kansas City,Kansas City Ultra Cycling / 925001,ACPB,300,2017/04/08,17,0.0,8157
TX: West Texas,West Texas Randonneurs / 943003,RUSAP,110,2017/04/08,2,0.0,8799
NC: Raleigh,North Carolina Bicycle Club / 933045,ACPB,200,2017/04/08,16,0.0,8126
MA: Boston,New England Randonneurs / 921005,RUSAP,107,2017/04/08,67,2.0,8577
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2017/04/08,4,0.0,8358
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,300,2017/04/08,3,1.0,8139
OR: Portland,Oregon Randonneurs / 937020,ACPB,300,2017/04/08,9,0.0,8502
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAP,122,2017/04/09,20,5.0,8558
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,200,2017/04/15,17,0.0,8709
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,400,2017/04/15,5,1.0,8698
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2017/04/15,33,1.0,8559
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,RUSAP,118,2017/04/15,1,0.0,8769
IA: Central,Iowa Randonneurs / 915005,RUSAP,110,2017/04/15,0,,8337
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,317,2017/04/15,0,,8041
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,100,2017/04/15,12,2.0,8298
OR: Portland,Oregon Randonneurs / 937020,ACPB,300,2017/04/15,25,3.0,8503
CA: Los Angeles,Channel Islands Bike Club / 905082,ACPB,600,2017/04/15,3,1.0,8699
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2017/04/15,8,0.0,8458
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,300,2017/04/15,10,1.0,8710
CA: Fresno,Fresno Cycling Club / 905058,ACPB,200,2017/04/15,22,6.0,8430
IA: Central,Iowa Randonneurs / 915005,ACPB,200,2017/04/15,5,1.0,8338
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2017/04/15,3,0.0,8042
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,300,2017/04/15,5,0.0,8150
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2017/04/15,30,0.0,8459
MD: Capital Region,DC Randonneurs / 946012,ACPB,300,2017/04/15,28,0.0,8113
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,ACPB,200,2017/04/15,8,1.0,8179
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,600,2017/04/15,2,3.0,8043
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,206,2017/04/15,4,0.0,8040
NY: Long Island,Long Island Randonneurs / 932005,RUSAP,117,2017/04/15,24,2.0,8546
MA: Boston,New England Randonneurs / 921005,RUSAP,100,2017/04/15,12,0.0,8682
TX: Houston,Houston Randonneurs / 943030,ACPB,600,2017/04/22,2,1.0,8399
AK: Anchorage,Denali Randonneurs / 902007,RUSAP,100,2017/04/22,50,8.0,7992
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,ACPB,200,2017/04/22,28,0.0,8330
OK: Norman,Oklahoma Randonneurs / 936006,ACPB,200,2017/04/22,2,0.0,8094
MO: St. Louis,St Louis Cycling Club / 925034,ACPB,400,2017/04/22,1,0.0,8639
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,ACPB,300,2017/04/22,6,1.0,8180
CA: San Diego,San Diego Randonneurs / 905140,ACPB,400,2017/04/22,6,0.0,8254
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,400,2017/04/22,54,9.0,8276
FL: Central,Central Florida Randonneurs / 909062,ACPB,600,2017/04/22,21,2.0,8312
WI: Western,Driftless Randonneurs / 949007,ACPB,200,2017/04/22,1,0.0,8519
AK: Anchorage,Denali Randonneurs / 902007,ACPB,200,2017/04/22,16,1.0,7993
NY: Saratoga,Upstate NY Brevet Series / 932034,ACPB,300,2017/04/22,3,0.0,8098
MA: Westfield,Northeast Sport Cyclists / 921033,ACPB,300,2017/04/22,21,1.0,8483
AL: Birmingham,Montgomery Bicycle Club / 901005,RUSAB,300,2017/04/22,4,0.0,8754
TX: West Texas,West Texas Randonneurs / 943003,ACPB,600,2017/04/22,6,0.0,8089
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2017/04/22,13,4.0,8560
OH: Columbus,Ohio Randonneurs / 935012,ACPB,300,2017/04/22,17,2.0,8020
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,300,2017/04/22,24,0.0,8233
MO: St. Louis,St Louis Cycling Club / 925034,ACPB,200,2017/04/22,0,,8637
VA: Tidewater,Tidewater Randonneurs / 946002,RUSAP,100,2017/04/22,0,,8773
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,119,2017/04/22,24,0.0,8299
OR: Portland,Oregon Randonneurs / 937020,ACPB,400,2017/04/22,5,1.0,8504
MI: Detroit,Detroit Randonneurs / 922015,ACPB,200,2017/04/22,28,0.0,8443
MA: Boston,New England Randonneurs / 921005,ACPB,200,2017/04/22,53,2.0,8628
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,106,2017/04/22,5,0.0,8742
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,400,2017/04/22,0,,8141
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2017/04/22,10,0.0,8589
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2017/04/22,0,,8398
LA: New Orleans,Crescent City Randonneurs / 918002,RUSAB,600,2017/04/22,0,3.0,8780
IL: Chicago,Great Lakes Randonneurs / 913005,ACPB,200,2017/04/22,45,1.0,8212
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,200,2017/04/22,2,0.0,8234
MO: St. Louis,St Louis Cycling Club / 925034,ACPB,300,2017/04/22,1,0.0,8638
GA: Atlanta,Audax Atlanta / 910004,ACPB,400,2017/04/22,4,1.0,8203
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,200,2017/04/22,0,,8142
NY: Central/Western,Rochester Bicycling Club / 932030,ACPB,200,2017/04/23,5,0.0,8661
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2017/04/23,0,,8400
WA: Seattle,Seattle International Randonneurs / 947018,RUSAP,100,2017/04/28,8,1.0,8475
OK: Norman,Oklahoma Randonneurs / 936006,RUSAB,300,2017/04/29,0,,8790
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,400,2017/04/29,3,0.0,8380
NC: Raleigh,North Carolina Bicycle Club / 933045,ACPB,300,2017/04/29,16,3.0,8127
