region,club,type,distance,date,finishers,dnf,eid
TX: Austin,Hill Country Randonneurs / 943025,ACPB,200,2021/03/06,2,1.0,12039
TX: Austin,Hill Country Randonneurs / 943025,ACPB,300,2021/03/06,1,0.0,12040
IN: Indianapolis,Indiana Randonneurs / 914005,RUSAP,100,2021/03/06,7,0.0,12563
FL: Central,Central Florida Randonneurs / 909062,RUSAB,200,2021/03/06,8,0.0,12586
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,200,2021/03/06,0,,12182
GA: Atlanta,Audax Atlanta / 910004,RUSAP,100,2021/03/06,10,0.0,11958
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,106,2021/03/06,9,0.0,12562
NC: Asheville,Asheville International Randonneurs / 933011,RUSAB,300,2021/03/06,3,0.0,12589
MD: Capital Region,DC Randonneurs / 946012,RUSAP,104,2021/03/06,20,10.0,12572
MO: Kansas City,Audax Kansas City / 925005,RUSAB,201,2021/03/06,5,0.0,12559
IN: Indianapolis,Indiana Randonneurs / 914005,RUSAP,100,2021/03/07,2,1.0,12564
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,200,2021/03/07,22,1.0,12201
TX: Austin,Hill Country Randonneurs / 943025,ACPB,400,2021/03/13,0,,12042
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,211,2021/03/13,3,0.0,12588
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2021/03/13,2,0.0,11996
OH: Columbus,Ohio Randonneurs / 935012,RUSAB,207,2021/03/13,9,1.0,12569
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,300,2021/03/13,0,,11995
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,213,2021/03/13,0,,11994
MD: Capital Region,DC Randonneurs / 946012,ACPB,200,2021/03/13,20,1.0,12116
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,200,2021/03/13,21,0.0,12402
LA: New Orleans,Crescent City Randonneurs / 918002,ACPB,300,2021/03/13,4,1.0,12461
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,300,2021/03/13,3,0.0,12264
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,300,2021/03/13,1,0.0,12108
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2021/03/13,2,0.0,12107
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAP,108,2021/03/14,11,0.0,12328
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,189,2021/03/14,0,,11997
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2021/03/14,14,0.0,11921
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,200,2021/03/20,5,1.0,12065
FL: Gainesville,Gainesville Cycling Club / 909005,ACPB,200,2021/03/20,18,0.0,12457
TX: Houston,Houston Randonneurs / 943030,ACPB,300,2021/03/20,1,0.0,12053
GA: Atlanta,Audax Atlanta / 910004,ACPB,400,2021/03/20,5,2.0,11959
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,300,2021/03/20,14,1.0,12199
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,200,2021/03/20,12,0.0,12086
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2021/03/20,6,1.0,12253
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,100,2021/03/20,3,0.0,12579
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2021/03/20,19,0.0,12329
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,103,2021/03/20,3,2.0,12252
HI: Maui,Maui Randonneurs / 911003,RUSAP,100,2021/03/20,1,0.0,12126
TX: Austin,Hill Country Randonneurs / 943025,ACPB,1000,2021/03/20,14,4.0,12043
MO: Kansas City,Audax Kansas City / 925005,RUSAP,104,2021/03/20,5,0.0,12584
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2021/03/20,1,0.0,12054
CA: Davis,Davis Bike Club / 905014,ACPB,200,2021/03/20,22,0.0,12476
MO: Kansas City,Audax Kansas City / 925005,ACPB,200,2021/03/20,9,0.0,11944
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2021/03/27,0,,12000
MD: Capital Region,DC Randonneurs / 946012,ACPB,300,2021/03/27,18,3.0,12117
LA: New Orleans,Crescent City Randonneurs / 918002,ACPB,400,2021/03/27,1,1.0,12462
IN: Indianapolis,Indiana Randonneurs / 914005,RUSAP,100,2021/03/27,8,0.0,12389
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,325,2021/03/27,0,,11999
MO: Kansas City,Audax Kansas City / 925005,RUSAP,103,2021/03/27,5,1.0,12574
AL: Birmingham,Montgomery Bicycle Club / 901005,ACPB,300,2021/03/27,2,1.0,11934
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2021/03/27,1,0.0,11998
CA: San Diego,San Diego Randonneurs / 905140,ACPB,300,2021/03/27,12,1.0,11922
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,200,2021/03/28,6,0.0,12430
MI: Detroit,Detroit Randonneurs / 922015,RUSAP,116,2021/04/03,27,1.0,12374
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,400,2021/04/03,3,2.0,12202
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,100,2021/04/03,6,0.0,12582
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,200,2021/04/03,8,0.0,12087
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2021/04/03,13,0.0,12359
IN: Indianapolis,Indiana Randonneurs / 914005,ACPB,200,2021/04/03,1,1.0,12390
MA: Boston,New England Randonneurs / 921005,ACPB,200,2021/04/03,0,,12294
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,300,2021/04/03,2,0.0,12200
OR: Eugene,South Willamette Randonneurs / 937003,ACPB,200,2021/04/03,5,0.0,12365
MO: Kansas City,Audax Kansas City / 925005,RUSAP,138,2021/04/03,3,0.0,12585
FL: Southern,South Florida Randonneurs / 909014,RUSAB,200,2021/04/03,3,0.0,12537
MO: Kansas City,Audax Kansas City / 925005,ACPB,300,2021/04/03,7,0.0,11945
CO: Boulder,Rocky Mountain Cycling Club / 906002,RUSAP,121,2021/04/04,10,0.0,12330
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2021/04/10,51,5.0,12159
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,ACPB,200,2021/04/10,40,3.0,11966
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,600,2021/04/10,5,2.0,12188
IN: Indianapolis,Indiana Randonneurs / 914005,ACPB,200,2021/04/10,5,0.0,12391
IA: Central,Iowa Randonneurs / 915005,ACPB,200,2021/04/10,5,1.0,12075
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,400,2021/04/10,0,1.0,12187
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2021/04/10,14,0.0,12331
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,ACPB,200,2021/04/10,9,0.0,12538
IA: Central,Iowa Randonneurs / 915005,RUSAP,110,2021/04/10,0,,12074
TX: Austin,Hill Country Randonneurs / 943025,ACPB,600,2021/04/10,3,3.0,12044
OH: Columbus,Ohio Randonneurs / 935012,ACPB,200,2021/04/10,25,1.0,11911
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,300,2021/04/10,2,0.0,12186
MD: Capital Region,DC Randonneurs / 946012,RUSAB,209,2021/04/10,20,0.0,12596
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,300,2021/04/10,2,0.0,12066
AZ: Phoenix,Arizona Randonneurs / 903020,ACPB,200,2021/04/10,0,,12185
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,200,2021/04/10,1,0.0,11949
CA: San Diego,San Diego Randonneurs / 905140,ACPB,200,2021/04/11,12,0.0,11923
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,103,2021/04/17,1,0.0,12583
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,300,2021/04/17,15,0.0,12088
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2021/04/17,9,0.0,12255
MO: Kansas City,Audax Kansas City / 925005,RUSAB,201,2021/04/17,1,1.0,12576
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2021/04/17,47,2.0,12160
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,400,2021/04/17,3,1.0,12266
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,200,2021/04/17,16,0.0,12332
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,ACPB,300,2021/04/17,3,3.0,12539
KY: Louisville,Louisville Bicycle Club / 917002,RUSAB,200,2021/04/17,1,0.0,12557
UT: Salt Lake City,Salt Lake Randonneurs / 944008,RUSAP,109,2021/04/17,3,1.0,12254
MO: Kansas City,Audax Kansas City / 925005,RUSAP,130,2021/04/17,1,0.0,12575
CA: Davis,Davis Bike Club / 905014,ACPB,300,2021/04/17,18,0.0,12479
GA: Atlanta,Audax Atlanta / 910004,ACPB,600,2021/04/17,8,0.0,11960
OR: Eugene,South Willamette Randonneurs / 937003,RUSAP,100,2021/04/17,2,0.0,12366
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,300,2021/04/17,2,3.0,12265
TX: Houston,Houston Randonneurs / 943030,ACPB,400,2021/04/17,1,0.0,12056
CA: Davis,Davis Bike Club / 905014,ACPB,200,2021/04/17,7,0.0,12478
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,600,2021/04/17,6,8.0,12205
HI: Maui,Maui Randonneurs / 911003,ACPB,200,2021/04/17,1,0.0,12127
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,200,2021/04/17,5,0.0,12431
TX: Houston,Houston Randonneurs / 943030,ACPB,200,2021/04/17,1,0.0,12055
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,400,2021/04/17,1,0.0,12204
FL: Gainesville,Gainesville Cycling Club / 909005,ACPB,300,2021/04/17,8,0.0,12458
MI: Detroit,Detroit Randonneurs / 922015,ACPB,200,2021/04/17,28,2.0,12375
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,200,2021/04/17,25,2.0,12405
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,200,2021/04/17,10,0.0,12304
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,200,2021/04/17,1,0.0,12203
MA: Boston,New England Randonneurs / 921005,ACPB,200,2021/04/18,19,2.0,12295
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,100,2021/04/18,9,0.0,12602
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2021/04/24,30,4.0,12161
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,300,2021/04/24,2,0.0,11950
TX: Austin,Hill Country Randonneurs / 943025,RUSAB,407,2021/04/24,4,1.0,12601
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,600,2021/04/24,4,0.0,12005
CA: San Diego,San Diego Randonneurs / 905140,ACPB,400,2021/04/24,9,1.0,11924
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,300,2021/04/24,1,0.0,12623
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2021/04/24,4,0.0,12004
AL: Birmingham,Montgomery Bicycle Club / 901005,RUSAP,100,2021/04/24,2,0.0,11935
NE: Omaha,Nebraska Sandhills Randonneurs / 927005,ACPB,200,2021/04/24,0,,11953
FL: Southern,South Florida Randonneurs / 909014,RUSAB,300,2021/04/24,7,0.0,12616
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,317,2021/04/24,0,,12003
NC: Raleigh,North Carolina Bicycle Club / 933045,ACPB,200,2021/04/24,3,0.0,12443
VA: Tidewater,Tidewater Randonneurs / 946002,ACPB,400,2021/04/24,1,0.0,12067
IL: Chicago,Great Lakes Randonneurs / 913005,ACPB,200,2021/04/24,0,,12270
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,RUSAP,119,2021/04/24,22,0.0,12591
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2021/04/24,11,0.0,12578
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2021/04/24,3,0.0,12002
WI: Western,Driftless Randonneurs / 949007,ACPB,200,2021/04/24,11,0.0,12316
MD: Capital Region,DC Randonneurs / 946012,ACPB,300,2021/04/24,12,1.0,12119
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,ACPB,200,2021/04/24,57,3.0,11967
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,ACPB,200,2021/05/01,32,1.0,12214
AK: Anchorage,Denali Randonneurs / 902007,RUSAP,100,2021/05/01,12,3.0,12136
IA: Central,Iowa Randonneurs / 915005,RUSAP,110,2021/05/01,0,3.0,12076
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,400,2021/05/01,8,0.0,12207
CA: Davis,Davis Bike Club / 905014,ACPB,400,2021/05/01,17,2.0,12481
MO: Kansas City,Audax Kansas City / 925005,ACPB,400,2021/05/01,9,1.0,11947
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,300,2021/05/01,14,3.0,12403
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,ACPB,300,2021/05/01,0,,12206
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,200,2021/05/01,5,0.0,12432
MI: Detroit,Detroit Randonneurs / 922015,ACPB,300,2021/05/01,8,1.0,12377
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,104,2021/05/01,3,0.0,12597
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,300,2021/05/01,2,2.0,12306
OR: Portland,Oregon Randonneurs / 937020,ACPB,300,2021/05/01,9,1.0,12360
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2021/05/01,20,3.0,12163
NY: Long Island,Long Island Randonneurs / 932005,ACPB,200,2021/05/01,31,2.0,12287
MO: Kansas City,Audax Kansas City / 925005,RUSAB,200,2021/05/01,1,0.0,12615
MI: Detroit,Detroit Randonneurs / 922015,ACPB,200,2021/05/01,6,0.0,12376
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,400,2021/05/01,10,1.0,12091
IA: Central,Iowa Randonneurs / 915005,ACPB,300,2021/05/01,0,,12078
CA: San Francisco,San Francisco Randonneurs / 905030,RUSAP,112,2021/05/01,24,0.0,12603
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,200,2021/05/01,0,,12305
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,200,2021/05/01,3,0.0,12089
AK: Anchorage,Denali Randonneurs / 902007,ACPB,200,2021/05/01,3,1.0,12137
IA: Central,Iowa Randonneurs / 915005,ACPB,200,2021/05/01,0,,12077
CA: Davis,Davis Bike Club / 905014,ACPB,200,2021/05/01,9,1.0,12499
MA: Boston,New England Randonneurs / 921005,ACPB,200,2021/05/01,9,0.0,12620
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2021/05/01,0,,12006
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,600,2021/05/08,1,0.0,12113
IL: Chicago,Great Lakes Randonneurs / 913005,ACPB,300,2021/05/08,1,0.0,12273
IN: Indianapolis,Indiana Randonneurs / 914005,ACPB,200,2021/05/08,1,0.0,12392
NC: Asheville,Asheville International Randonneurs / 933011,ACPB,200,2021/05/08,5,0.0,12422
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,145,2021/05/08,8,0.0,12630
FL: Southern,South Florida Randonneurs / 909014,RUSAB,400,2021/05/08,3,0.0,12617
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,400,2021/05/08,3,0.0,12112
MD: Capital Region,DC Randonneurs / 946012,RUSAB,200,2021/05/08,6,1.0,12628
OH: Columbus,Ohio Randonneurs / 935012,ACPB,300,2021/05/08,23,4.0,11912
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2021/05/08,13,1.0,12164
TN: Nashville,Harpeth Bicycle Club / 942046,ACPB,200,2021/05/08,3,0.0,12111
WI: Western,Driftless Randonneurs / 949007,ACPB,300,2021/05/08,4,1.0,12318
AK: Anchorage,Denali Randonneurs / 902007,ACPB,200,2021/05/08,8,1.0,12139
IL: Chicago,Great Lakes Randonneurs / 913005,ACPB,200,2021/05/08,0,,12271
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2021/05/08,21,1.0,12604
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,200,2021/05/08,6,0.0,12008
WI: Western,Driftless Randonneurs / 949007,ACPB,200,2021/05/08,2,0.0,12317
AK: Anchorage,Denali Randonneurs / 902007,RUSAP,100,2021/05/08,12,2.0,12138
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,ACPB,200,2021/05/08,43,0.0,11968
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,102,2021/05/08,0,,12007
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,300,2021/05/08,14,2.0,12334
IN: Indianapolis,Indiana Randonneurs / 914005,ACPB,300,2021/05/08,1,0.0,12393
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,300,2021/05/09,15,0.0,12165
CA: Los Angeles,Pacific Coast Highway Randonneurs / 905051,RUSAP,102,2021/05/09,3,0.0,12622
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,600,2021/05/11,6,0.0,12166
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,400,2021/05/14,12,0.0,12167
CA: San Luis Obispo,San Luis Obispo Randonneurs / 905166,ACPB,600,2021/05/15,5,3.0,12267
IL: Chicago,Great Lakes Randonneurs / 913005,ACPB,300,2021/05/15,0,,12285
OK: Norman,Oklahoma Randonneurs / 936006,ACPB,200,2021/05/15,1,0.0,11973
MO: Kansas City,Audax Kansas City / 925005,RUSAB,200,2021/05/15,3,2.0,12631
KY: Louisville,Louisville Bicycle Club / 917002,RUSAB,300,2021/05/15,1,0.0,12558
CA: San Diego,San Diego Randonneurs / 905140,ACPB,600,2021/05/15,5,6.0,11925
MO: Kansas City,Audax Kansas City / 925005,ACPB,600,2021/05/15,2,0.0,11948
NY: Central/Western,Finger Lakes Randonneurs / 932007,ACPB,300,2021/05/15,9,3.0,12433
WI: Western,Driftless Randonneurs / 949007,ACPB,300,2021/05/15,5,1.0,12319
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,600,2021/05/15,6,0.0,12337
MI: Detroit,Detroit Randonneurs / 922015,ACPB,300,2021/05/15,10,0.0,12378
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2021/05/15,18,2.0,12605
WI: Western,Driftless Randonneurs / 949007,ACPB,400,2021/05/15,2,0.0,12320
PA: Pittsburgh,Western Pennsylvania Bicycle Club / 938016,ACPB,400,2021/05/15,4,2.0,12540
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,400,2021/05/15,1,0.0,12307
NC: Raleigh,North Carolina Bicycle Club / 933045,ACPB,300,2021/05/15,5,2.0,12444
NY: Long Island,Long Island Randonneurs / 932005,ACPB,300,2021/05/15,15,1.0,12288
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAB,200,2021/05/15,3,0.0,12634
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,400,2021/05/15,6,0.0,12336
TX: Dallas,Lone Star Randonneurs / 943026,RUSAP,102,2021/05/15,6,0.0,12639
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,200,2021/05/15,19,2.0,12521
AK: Anchorage,Denali Randonneurs / 902007,ACPB,200,2021/05/15,5,0.0,12140
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,300,2021/05/15,3,0.0,12335
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,ACPB,200,2021/05/15,7,2.0,12239
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,300,2021/05/15,3,2.0,12257
IN: Indianapolis,Indiana Randonneurs / 914005,ACPB,300,2021/05/15,4,1.0,12394
MN: Twin Cities / Rochester,Minnesota Randonneurs / 923003,ACPB,300,2021/05/15,16,3.0,12215
UT: Salt Lake City,Salt Lake Randonneurs / 944008,ACPB,200,2021/05/15,3,0.0,12256
MA: Boston,New England Randonneurs / 921005,ACPB,200,2021/05/15,17,0.0,12297
MD: Capital Region,DC Randonneurs / 946012,ACPB,400,2021/05/15,15,0.0,12120
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,100,2021/05/16,1,0.0,12635
MO: Kansas City,Audax Kansas City / 925005,RUSAB,200,2021/05/16,2,0.0,12632
OR: Portland,Oregon Randonneurs / 937020,ACPB,200,2021/05/22,4,0.0,12613
MA: Westfield,New Horizons Cycling Club / 921009,ACPB,200,2021/05/22,17,0.0,12636
CO: Boulder,Rocky Mountain Cycling Club / 906002,ACPB,600,2021/05/22,7,0.0,12338
CA: San Francisco,San Francisco Randonneurs / 905030,ACPB,200,2021/05/22,22,1.0,12606
OR: Eugene,South Willamette Randonneurs / 937003,ACPB,200,2021/05/22,3,0.0,12367
VA: Northern,Northern Virginia Randonneurs / 946020,RUSAP,104,2021/05/22,2,0.0,12598
AK: Anchorage,Denali Randonneurs / 902007,ACPB,300,2021/05/22,4,2.0,12141
OR: Portland,Oregon Randonneurs / 937020,ACPB,400,2021/05/22,6,3.0,12361
IA: Central,Iowa Randonneurs / 915005,ACPB,400,2021/05/22,1,1.0,12081
IA: Central,Iowa Randonneurs / 915005,RUSAP,110,2021/05/22,1,0.0,12079
VA: Northern,Northern Virginia Randonneurs / 946020,ACPB,600,2021/05/22,12,0.0,12092
NJ: NYC and Princeton,New Jersey Randonneurs / 930029,ACPB,200,2021/05/22,26,2.0,11969
IA: Central,Iowa Randonneurs / 915005,ACPB,200,2021/05/22,3,0.0,12080
WA: Seattle,Seattle International Randonneurs / 947018,ACPB,400,2021/05/22,22,3.0,12168
MA: Boston,New England Randonneurs / 921005,ACPB,200,2021/05/22,17,0.0,12621
PA: Eastern,Pennsylvania Randonneurs / 938017,ACPB,400,2021/05/22,12,2.0,12406
CA: Davis,Davis Bike Club / 905014,ACPB,600,2021/05/22,20,4.0,12483
CA: Davis,Davis Bike Club / 905014,ACPB,200,2021/05/22,6,0.0,12501
NC: Asheville,Asheville International Randonneurs / 933011,ACPB,300,2021/05/22,4,0.0,12423
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,400,2021/05/29,0,1.0,12310
FL: Southern,South Florida Randonneurs / 909014,RUSAB,600,2021/05/29,1,2.0,12618
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,600,2021/05/29,0,,12012
MI: Detroit,Detroit Randonneurs / 922015,ACPB,400,2021/05/29,8,0.0,12379
CA: San Diego,San Diego Randonneurs / 905140,RUSAB,200,2021/05/29,5,0.0,12624
IL: Quad Cities,Quad Cities Randonneurs / 913042,ACPB,300,2021/05/29,5,0.0,12308
TX: Dallas,Lone Star Randonneurs / 943026,ACPB,400,2021/05/29,2,0.0,12011
TX: Central Texas,Heart of Texas Randonneurs / 943049,RUSAB,200,2021/05/29,1,0.0,12653
TX: Dallas,Lone Star Randonneurs / 943026,RUSAB,218,2021/05/29,5,0.0,12009
